id,D,C,I,K,P,_SolventAccessibilityC3,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,PAAC4,PAAC5,PAAC10,PAAC15,label
Positive_692,2.273,2.841,7.386,3.977,3.409,0.205,0.062,0.273,0.324,0.42,0.341,0.177,0.069,0.166,0.217,0.137,1.172,1.465,3.809,1.758,1
Negative_999,3.529,1.176,8.235,7.059,8.235,0.294,0.082,0.412,0.459,0.329,0.435,0.25,0.119,0.214,0.155,0.202,1.869,0.623,4.362,4.362,0
Negative_95,5.229,1.307,0.654,2.614,7.843,0.281,0.111,0.392,0.458,0.327,0.412,0.237,0.145,0.191,0.086,0.164,2.643,0.661,0.331,3.964,0
Negative_898,3.883,0.971,3.883,7.767,8.738,0.311,0.184,0.32,0.369,0.388,0.34,0.225,0.275,0.196,0.147,0.176,2.028,0.507,2.028,4.563,0
Negative_93,5.422,4.016,1.807,3.012,7.631,0.257,0.124,0.369,0.464,0.319,0.408,0.254,0.191,0.189,0.153,0.167,2.715,2.011,0.905,3.822,0
Negative_1104,1.619,2.024,4.453,4.858,4.858,0.239,0.04,0.336,0.372,0.433,0.381,0.232,0.077,0.159,0.167,0.126,0.939,1.173,2.582,2.817,0
Negative_743,5.195,0.866,3.463,2.597,6.926,0.242,0.113,0.299,0.359,0.407,0.381,0.287,0.187,0.226,0.196,0.174,2.626,0.438,1.751,3.501,0
Positive_424,2.243,2.056,7.664,3.925,5.981,0.236,0.073,0.336,0.379,0.407,0.383,0.167,0.11,0.144,0.18,0.124,1.25,1.145,4.27,3.332,1
Positive_442,4.072,2.262,4.072,10.407,6.335,0.249,0.104,0.267,0.33,0.376,0.339,0.259,0.155,0.277,0.255,0.223,2.097,1.165,2.097,3.263,1
Negative_131,4.494,1.124,1.966,2.809,8.708,0.256,0.135,0.407,0.463,0.295,0.444,0.262,0.189,0.141,0.115,0.124,2.177,0.545,0.953,4.219,0
Positive_291,6.161,0.237,4.502,4.739,6.161,0.242,0.107,0.327,0.391,0.372,0.368,0.257,0.159,0.202,0.174,0.168,3.079,0.118,2.25,3.079,1
Negative_664,3.546,2.837,3.546,4.965,4.965,0.255,0.064,0.44,0.504,0.255,0.511,0.186,0.1,0.179,0.164,0.129,1.854,1.483,1.854,2.596,0
Negative_558,1.471,2.941,0.0,7.353,14.706,0.338,0.074,0.471,0.515,0.25,0.485,0.284,0.09,0.134,0.149,0.134,0.767,1.534,0.0,7.669,0
Negative_468,3.214,4.286,3.036,2.5,9.286,0.314,0.071,0.411,0.486,0.28,0.489,0.172,0.109,0.141,0.132,0.095,1.736,2.315,1.64,5.015,0
Positive_1156,4.091,1.364,5.758,6.364,4.545,0.268,0.105,0.303,0.358,0.383,0.373,0.273,0.176,0.259,0.206,0.214,2.099,0.7,2.954,2.331,1
Positive_813,4.554,2.574,7.921,5.743,5.743,0.277,0.101,0.283,0.354,0.398,0.343,0.258,0.159,0.242,0.198,0.196,2.41,1.362,4.192,3.04,1
Positive_917,4.429,1.748,5.361,6.76,5.944,0.297,0.118,0.346,0.408,0.339,0.389,0.226,0.169,0.209,0.165,0.186,2.317,0.914,2.804,3.109,1
Positive_1095,5.431,2.996,6.648,6.742,4.775,0.241,0.125,0.228,0.312,0.405,0.292,0.283,0.184,0.288,0.232,0.249,2.716,1.498,3.324,2.388,1
Negative_741,5.147,2.353,5.588,3.676,8.824,0.365,0.106,0.354,0.429,0.338,0.416,0.234,0.166,0.225,0.183,0.19,2.801,1.281,3.042,4.803,0
Negative_632,3.63,2.077,1.914,4.009,14.575,0.333,0.113,0.435,0.493,0.341,0.47,0.212,0.163,0.161,0.111,0.14,2.045,1.17,1.078,8.211,0
Positive_688,8.091,3.236,3.883,3.56,4.531,0.249,0.142,0.262,0.375,0.359,0.346,0.295,0.227,0.276,0.185,0.218,3.988,1.595,1.914,2.233,1
Positive_490,5.139,1.542,7.605,5.036,2.98,0.234,0.141,0.306,0.373,0.391,0.357,0.233,0.19,0.202,0.193,0.159,2.68,0.804,3.965,1.554,1
Positive_1010,6.085,1.239,4.9,3.446,6.354,0.298,0.109,0.33,0.403,0.351,0.401,0.232,0.183,0.23,0.169,0.183,3.14,0.639,2.529,3.279,1
Positive_1061,4.38,0.365,6.934,8.759,4.745,0.23,0.106,0.31,0.358,0.35,0.372,0.282,0.158,0.242,0.187,0.209,2.198,0.183,3.479,2.381,1
Positive_524,7.377,0.956,6.831,10.929,2.869,0.223,0.206,0.235,0.318,0.414,0.286,0.25,0.22,0.241,0.23,0.207,3.805,0.493,3.524,1.48,1
Negative_185,2.769,0.615,3.385,1.231,15.385,0.338,0.062,0.495,0.529,0.295,0.532,0.164,0.093,0.145,0.105,0.117,1.457,0.324,1.781,8.094,0
Negative_1113,4.03,2.227,2.757,3.393,14.104,0.399,0.092,0.457,0.52,0.292,0.526,0.178,0.146,0.165,0.114,0.128,2.243,1.239,1.534,7.85,0
Positive_667,2.727,2.273,2.727,7.273,5.455,0.214,0.091,0.277,0.327,0.414,0.332,0.292,0.146,0.279,0.274,0.228,1.459,1.216,1.459,2.918,1
Negative_893,3.184,3.774,6.014,4.009,6.604,0.276,0.078,0.373,0.442,0.348,0.417,0.184,0.115,0.15,0.159,0.132,1.749,2.073,3.303,3.627,0
Positive_431,7.743,0.654,5.998,7.415,4.144,0.244,0.156,0.274,0.358,0.37,0.345,0.312,0.237,0.273,0.21,0.218,3.827,0.323,2.964,2.048,1
Positive_468,4.783,1.739,6.087,4.783,3.478,0.257,0.1,0.296,0.361,0.396,0.357,0.205,0.135,0.197,0.166,0.162,2.472,0.899,3.146,1.798,1
Positive_590,5.354,1.147,4.971,5.163,4.398,0.224,0.124,0.319,0.384,0.371,0.379,0.297,0.193,0.245,0.186,0.209,2.673,0.573,2.481,2.195,1
Negative_534,3.515,4.242,2.788,3.758,10.788,0.327,0.115,0.399,0.476,0.339,0.447,0.193,0.171,0.178,0.132,0.138,1.95,2.353,1.547,5.984,0
Positive_402,6.195,1.77,5.973,6.637,4.646,0.265,0.102,0.283,0.363,0.343,0.338,0.264,0.153,0.257,0.235,0.226,3.213,0.918,3.098,2.41,1
Positive_380,5.085,1.424,6.265,4.923,5.33,0.257,0.123,0.303,0.369,0.382,0.362,0.287,0.187,0.25,0.186,0.213,2.552,0.715,3.144,2.675,1
Negative_173,4.267,2.933,1.067,2.4,8.0,0.245,0.096,0.384,0.456,0.381,0.408,0.297,0.158,0.238,0.136,0.227,2.296,1.578,0.574,4.305,0
Negative_876,6.452,0.0,4.301,3.226,9.677,0.301,0.075,0.366,0.43,0.269,0.409,0.261,0.13,0.185,0.13,0.152,3.071,0.0,2.047,4.605,0
Negative_242,1.538,9.231,3.077,6.154,1.538,0.2,0.123,0.277,0.385,0.385,0.308,0.281,0.188,0.188,0.141,0.172,0.76,4.563,1.521,0.76,0
Negative_514,4.231,1.731,1.538,3.654,10.577,0.312,0.135,0.398,0.458,0.331,0.44,0.206,0.17,0.148,0.114,0.129,2.219,0.908,0.807,5.548,0
Positive_223,6.406,0.356,7.829,16.014,3.203,0.231,0.114,0.278,0.345,0.381,0.335,0.257,0.154,0.232,0.211,0.189,3.316,0.184,4.052,1.658,1
Negative_1293,5.822,2.397,2.055,7.534,5.822,0.377,0.12,0.425,0.507,0.253,0.476,0.206,0.172,0.179,0.117,0.148,3.099,1.276,1.094,3.099,0
Negative_1159,5.405,5.405,4.054,4.054,1.351,0.169,0.074,0.291,0.399,0.351,0.338,0.32,0.122,0.259,0.17,0.197,2.541,2.541,1.906,0.635,0
Positive_644,5.027,2.038,2.31,4.212,5.435,0.258,0.147,0.31,0.38,0.371,0.383,0.282,0.22,0.254,0.186,0.21,2.547,1.033,1.171,2.754,1
Negative_449,6.522,1.63,7.065,4.62,7.745,0.279,0.133,0.357,0.439,0.374,0.391,0.267,0.181,0.215,0.125,0.195,3.442,0.86,3.729,4.088,0
Positive_1126,4.773,0.682,6.591,7.955,5.227,0.255,0.125,0.334,0.389,0.364,0.393,0.28,0.178,0.221,0.194,0.182,2.416,0.345,3.336,2.646,1
Negative_480,1.042,2.604,1.562,0.521,7.292,0.26,0.031,0.445,0.482,0.346,0.495,0.149,0.042,0.115,0.117,0.078,0.571,1.426,0.855,3.993,0
Negative_627,4.361,3.427,2.181,2.804,8.1,0.274,0.084,0.327,0.405,0.346,0.383,0.259,0.125,0.266,0.172,0.222,2.188,1.72,1.094,4.065,0
Negative_428,5.263,2.105,2.105,3.684,9.211,0.358,0.134,0.455,0.529,0.279,0.487,0.193,0.198,0.148,0.1,0.137,2.913,1.165,1.165,5.097,0
Positive_384,4.103,1.795,8.462,3.846,5.128,0.264,0.097,0.318,0.377,0.377,0.372,0.252,0.152,0.183,0.144,0.149,2.121,0.928,4.375,2.651,1
Positive_750,6.527,0.783,6.266,8.094,2.35,0.214,0.136,0.35,0.423,0.342,0.399,0.285,0.194,0.209,0.16,0.183,3.356,0.403,3.221,1.208,1
Negative_496,3.893,1.025,1.844,4.713,9.631,0.326,0.084,0.498,0.547,0.264,0.539,0.166,0.129,0.121,0.101,0.103,2.229,0.587,1.056,5.513,0
Positive_1132,8.295,0.922,4.147,7.373,5.069,0.207,0.147,0.249,0.341,0.346,0.309,0.343,0.231,0.292,0.194,0.236,3.935,0.437,1.967,2.405,1
Negative_1242,5.82,5.556,2.91,6.349,6.349,0.243,0.164,0.288,0.402,0.339,0.36,0.273,0.218,0.22,0.143,0.178,2.926,2.793,1.463,3.192,0
Negative_247,4.455,1.485,1.98,2.475,4.95,0.228,0.089,0.356,0.416,0.356,0.411,0.269,0.149,0.194,0.159,0.144,2.222,0.741,0.987,2.469,0
Negative_418,3.476,4.278,1.337,1.07,6.952,0.214,0.112,0.369,0.447,0.35,0.42,0.303,0.185,0.244,0.134,0.209,1.71,2.105,0.658,3.421,0
Negative_1126,4.965,2.128,2.837,2.482,7.092,0.234,0.113,0.369,0.44,0.348,0.418,0.288,0.164,0.221,0.174,0.189,2.499,1.071,1.428,3.57,0
Positive_1206,6.838,0.285,1.709,2.849,7.407,0.222,0.12,0.356,0.427,0.362,0.399,0.317,0.197,0.22,0.163,0.186,3.412,0.142,0.853,3.696,1
Negative_981,3.333,5.238,7.143,4.286,1.429,0.186,0.057,0.281,0.367,0.4,0.319,0.158,0.077,0.153,0.191,0.129,1.866,2.932,3.998,0.8,0
Positive_125,5.151,1.599,6.75,4.973,4.796,0.215,0.108,0.345,0.412,0.35,0.403,0.272,0.155,0.203,0.181,0.162,2.561,0.795,3.357,2.385,1
Positive_342,5.0,2.083,7.5,3.333,4.583,0.233,0.108,0.321,0.392,0.392,0.379,0.234,0.167,0.184,0.18,0.134,2.539,1.058,3.809,2.327,1
Negative_125,4.152,2.135,2.491,6.168,8.066,0.331,0.123,0.381,0.444,0.302,0.452,0.215,0.159,0.177,0.145,0.139,2.151,1.106,1.29,4.179,0
Positive_1007,3.785,1.893,5.047,4.416,2.839,0.252,0.088,0.297,0.353,0.379,0.363,0.253,0.133,0.241,0.199,0.196,1.88,0.94,2.507,1.41,1
Positive_802,4.857,1.857,6.571,5.857,5.286,0.251,0.12,0.267,0.334,0.396,0.329,0.262,0.177,0.265,0.212,0.21,2.468,0.944,3.339,2.686,1
Positive_333,4.096,3.614,5.06,4.578,3.133,0.227,0.096,0.347,0.424,0.342,0.39,0.234,0.138,0.193,0.186,0.174,2.076,1.832,2.564,1.588,1
Negative_722,4.381,3.351,5.412,5.928,3.351,0.242,0.111,0.327,0.405,0.327,0.397,0.297,0.173,0.24,0.158,0.189,2.149,1.643,2.654,1.643,0
Positive_79,4.444,3.111,2.889,1.111,7.111,0.262,0.084,0.351,0.427,0.347,0.407,0.241,0.147,0.192,0.147,0.16,2.269,1.589,1.475,3.631,1
Negative_1299,4.851,2.17,2.66,4.404,7.532,0.314,0.126,0.383,0.453,0.347,0.429,0.238,0.184,0.184,0.147,0.16,2.579,1.154,1.414,4.004,0
Positive_502,3.472,2.083,2.431,4.861,8.333,0.24,0.08,0.448,0.503,0.219,0.486,0.282,0.087,0.153,0.136,0.118,1.588,0.953,1.112,3.811,1
Negative_880,3.805,3.171,6.977,4.228,4.228,0.309,0.068,0.34,0.41,0.347,0.395,0.144,0.1,0.131,0.182,0.114,2.121,1.768,3.89,2.357,0
Negative_987,3.333,5.556,4.444,4.444,8.889,0.367,0.044,0.311,0.4,0.233,0.422,0.18,0.067,0.236,0.146,0.157,1.683,2.806,2.245,4.49,0
Positive_353,4.215,1.794,5.381,3.857,6.009,0.289,0.097,0.326,0.387,0.368,0.38,0.232,0.157,0.232,0.18,0.184,2.187,0.931,2.793,3.118,1
Positive_1169,5.996,2.998,4.711,8.351,4.283,0.221,0.133,0.27,0.36,0.36,0.33,0.32,0.167,0.292,0.189,0.238,2.92,1.46,2.294,2.086,1
Positive_175,4.663,2.083,6.052,4.117,5.258,0.264,0.114,0.315,0.382,0.373,0.355,0.238,0.171,0.204,0.183,0.184,2.454,1.096,3.185,2.767,1
Negative_190,1.538,2.308,2.308,1.538,16.923,0.323,0.046,0.531,0.569,0.192,0.538,0.233,0.07,0.14,0.101,0.132,0.702,1.054,1.054,7.729,0
Positive_990,6.328,3.051,6.554,4.859,4.52,0.272,0.124,0.318,0.411,0.347,0.383,0.271,0.199,0.242,0.166,0.198,3.24,1.562,3.356,2.314,1
Positive_86,5.346,2.366,4.382,4.119,6.748,0.287,0.122,0.37,0.447,0.344,0.419,0.213,0.165,0.185,0.129,0.154,2.83,1.252,2.319,3.572,1
Negative_771,1.37,4.11,8.219,4.11,4.566,0.269,0.041,0.297,0.352,0.406,0.347,0.142,0.073,0.161,0.229,0.138,0.766,2.297,4.594,2.552,0
Positive_1129,11.409,0.0,5.369,5.369,1.342,0.208,0.255,0.268,0.383,0.383,0.289,0.405,0.351,0.277,0.182,0.257,5.742,0.0,2.702,0.675,1
Positive_372,5.253,0.938,5.253,6.191,5.816,0.295,0.116,0.289,0.351,0.353,0.373,0.22,0.169,0.227,0.216,0.18,2.676,0.478,2.676,2.963,1
Negative_269,1.531,1.02,1.531,1.531,12.755,0.26,0.087,0.388,0.413,0.398,0.413,0.231,0.128,0.159,0.133,0.144,0.797,0.531,0.797,6.64,0
Positive_1067,6.683,2.148,5.489,5.967,5.251,0.232,0.131,0.286,0.375,0.36,0.339,0.311,0.196,0.268,0.225,0.234,3.221,1.035,2.646,2.531,1
Negative_827,3.518,4.523,4.02,7.035,3.015,0.317,0.116,0.302,0.382,0.377,0.337,0.222,0.162,0.247,0.177,0.207,1.918,2.466,2.192,1.644,0
Negative_835,3.478,4.348,5.217,11.304,10.435,0.243,0.061,0.322,0.4,0.252,0.374,0.298,0.07,0.211,0.193,0.175,1.652,2.065,2.478,4.956,0
Negative_1066,3.636,4.545,0.0,5.455,6.364,0.355,0.073,0.336,0.418,0.2,0.455,0.202,0.11,0.193,0.165,0.119,1.726,2.157,0.0,3.02,0
Positive_832,6.154,1.923,3.846,6.923,8.077,0.292,0.119,0.323,0.404,0.312,0.4,0.266,0.181,0.247,0.205,0.174,3.068,0.959,1.917,4.027,1
Negative_451,5.438,1.057,3.323,1.813,7.251,0.27,0.115,0.402,0.467,0.36,0.444,0.218,0.18,0.169,0.135,0.145,2.909,0.565,1.777,3.879,0
Negative_409,4.823,2.572,1.608,3.215,5.788,0.223,0.119,0.346,0.42,0.405,0.376,0.291,0.184,0.205,0.138,0.184,2.459,1.311,0.82,2.951,0
Positive_367,4.492,3.125,5.273,5.664,4.883,0.271,0.133,0.293,0.369,0.393,0.363,0.27,0.207,0.266,0.19,0.217,2.387,1.661,2.802,2.595,1
Negative_1279,5.319,5.319,7.447,10.638,5.319,0.255,0.17,0.191,0.298,0.33,0.234,0.312,0.247,0.301,0.258,0.28,2.599,2.599,3.639,2.599,0
Positive_22,3.612,1.521,4.943,3.612,7.605,0.331,0.082,0.386,0.437,0.394,0.437,0.198,0.133,0.164,0.12,0.137,2.051,0.864,2.807,4.318,1
Positive_562,6.158,0.493,2.709,2.217,3.448,0.305,0.086,0.431,0.498,0.32,0.488,0.207,0.121,0.151,0.116,0.131,3.365,0.269,1.48,1.884,1
Negative_368,4.878,3.512,6.829,6.829,6.049,0.253,0.106,0.356,0.44,0.344,0.389,0.259,0.164,0.211,0.154,0.193,2.556,1.84,3.578,3.169,0
Negative_715,4.839,4.839,4.032,4.839,3.226,0.21,0.113,0.315,0.411,0.323,0.387,0.301,0.163,0.252,0.179,0.228,2.336,2.336,1.946,1.557,0
Positive_1023,7.011,1.107,7.011,7.749,3.69,0.288,0.14,0.299,0.38,0.38,0.358,0.211,0.189,0.226,0.178,0.178,3.724,0.588,3.724,1.96,1
Positive_331,5.369,1.342,5.705,7.718,2.349,0.188,0.074,0.319,0.386,0.302,0.379,0.283,0.104,0.229,0.182,0.182,2.534,0.633,2.692,1.109,1
Negative_992,4.0,11.0,7.0,5.0,5.0,0.28,0.05,0.35,0.5,0.25,0.4,0.131,0.081,0.172,0.081,0.121,2.182,6.001,3.819,2.728,0
Negative_153,2.762,4.42,6.077,4.42,2.21,0.249,0.088,0.331,0.403,0.398,0.37,0.244,0.139,0.2,0.194,0.167,1.46,2.336,3.212,1.168,0
Negative_12,4.95,3.96,3.96,2.97,3.96,0.198,0.158,0.297,0.386,0.376,0.347,0.28,0.24,0.2,0.16,0.2,2.405,1.924,1.924,1.924,0
Negative_99,5.391,2.783,5.217,6.783,5.913,0.277,0.092,0.294,0.376,0.372,0.36,0.254,0.148,0.254,0.19,0.207,2.853,1.473,2.761,3.13,0
Negative_1285,1.351,2.703,8.108,0.0,2.703,0.189,0.027,0.216,0.257,0.527,0.257,0.192,0.055,0.164,0.26,0.137,0.841,1.683,5.05,1.683,0
Positive_1081,3.566,1.621,6.483,3.728,4.052,0.24,0.068,0.308,0.36,0.374,0.378,0.193,0.109,0.18,0.195,0.143,1.892,0.86,3.439,2.149,1
Positive_410,5.655,2.483,4.966,5.655,5.241,0.243,0.121,0.314,0.396,0.385,0.37,0.26,0.182,0.235,0.151,0.185,2.951,1.296,2.591,2.735,1
Positive_652,4.706,3.059,6.353,8.235,4.706,0.214,0.12,0.315,0.393,0.381,0.344,0.316,0.191,0.252,0.203,0.231,2.393,1.555,3.23,2.393,1
Negative_332,2.655,2.655,7.08,1.77,3.54,0.239,0.053,0.31,0.363,0.416,0.354,0.214,0.08,0.196,0.25,0.17,1.476,1.476,3.935,1.968,0
Positive_973,3.733,2.133,7.2,6.4,3.733,0.269,0.104,0.291,0.349,0.4,0.349,0.243,0.15,0.235,0.201,0.198,1.98,1.131,3.818,1.98,1
Positive_396,4.322,1.965,7.466,7.466,3.34,0.218,0.104,0.356,0.418,0.365,0.405,0.287,0.163,0.236,0.15,0.203,2.254,1.025,3.894,1.742,1
Negative_527,8.176,5.031,7.547,5.66,5.031,0.252,0.157,0.258,0.39,0.396,0.314,0.241,0.209,0.253,0.19,0.215,4.186,2.576,3.864,2.576,0
Negative_951,2.913,3.883,1.942,0.971,4.854,0.243,0.097,0.291,0.359,0.408,0.369,0.225,0.137,0.225,0.235,0.167,1.53,2.04,1.02,2.55,0
Negative_600,6.23,3.934,2.295,1.967,7.213,0.249,0.111,0.357,0.459,0.37,0.4,0.263,0.174,0.234,0.118,0.207,3.317,2.094,1.222,3.84,0
Positive_626,4.0,1.818,4.727,6.909,6.182,0.24,0.116,0.313,0.371,0.4,0.353,0.321,0.186,0.266,0.175,0.245,2.074,0.943,2.451,3.205,1
Negative_1096,5.386,2.481,3.756,4.181,5.953,0.288,0.111,0.378,0.457,0.347,0.421,0.224,0.167,0.187,0.144,0.159,2.833,1.305,1.975,3.131,0
Negative_1265,2.614,1.307,1.961,7.19,11.111,0.235,0.092,0.392,0.431,0.261,0.418,0.243,0.112,0.145,0.125,0.125,1.164,0.582,0.873,4.948,0
Negative_619,2.92,3.285,2.19,4.38,7.664,0.285,0.12,0.332,0.394,0.358,0.383,0.267,0.187,0.223,0.143,0.183,1.497,1.685,1.123,3.93,0
Positive_681,6.052,3.314,5.476,6.916,6.052,0.261,0.128,0.3,0.393,0.379,0.35,0.26,0.182,0.219,0.16,0.193,3.161,1.731,2.86,3.161,1
Positive_425,5.019,2.574,4.376,6.564,5.792,0.302,0.109,0.345,0.421,0.367,0.387,0.24,0.169,0.219,0.148,0.186,2.717,1.394,2.369,3.136,1
Negative_1315,2.614,1.307,2.614,4.575,13.725,0.386,0.098,0.431,0.471,0.294,0.49,0.197,0.151,0.158,0.138,0.118,1.364,0.682,1.364,7.163,0
Negative_754,4.514,2.083,2.083,1.736,11.458,0.299,0.094,0.413,0.479,0.309,0.438,0.22,0.136,0.15,0.108,0.129,2.293,1.058,1.058,5.82,0
Negative_661,2.875,4.792,2.236,0.958,5.112,0.259,0.07,0.393,0.47,0.31,0.441,0.205,0.106,0.151,0.125,0.103,1.447,2.411,1.125,2.572,0
Positive_381,4.996,1.514,7.949,4.996,2.877,0.226,0.108,0.32,0.385,0.376,0.361,0.264,0.158,0.214,0.157,0.192,2.558,0.775,4.069,1.473,1
Negative_610,3.463,2.597,4.762,4.762,8.658,0.29,0.087,0.39,0.45,0.329,0.442,0.222,0.13,0.178,0.178,0.152,1.878,1.408,2.582,4.694,0
Negative_315,5.882,2.378,3.88,3.755,7.509,0.338,0.116,0.379,0.462,0.334,0.433,0.202,0.19,0.177,0.139,0.148,3.189,1.289,2.103,4.071,0
Negative_871,3.15,3.15,3.543,3.543,8.268,0.343,0.067,0.398,0.461,0.343,0.465,0.162,0.111,0.13,0.146,0.103,1.747,1.747,1.965,4.586,0
Positive_418,5.333,1.067,6.933,6.533,4.8,0.229,0.127,0.321,0.385,0.369,0.367,0.278,0.192,0.234,0.176,0.202,2.663,0.533,3.461,2.396,1
Positive_262,7.375,2.603,5.206,6.291,4.772,0.247,0.134,0.317,0.416,0.336,0.371,0.285,0.193,0.263,0.163,0.235,3.755,1.325,2.65,2.429,1
Negative_792,4.878,8.13,3.252,4.065,3.252,0.179,0.073,0.341,0.472,0.407,0.374,0.254,0.115,0.189,0.049,0.18,2.887,4.812,1.925,1.925,0
Negative_574,0.0,12.676,0.0,0.0,1.408,0.352,0.0,0.493,0.62,0.07,0.718,0.043,0.0,0.043,0.029,0.029,0.0,6.33,0.0,0.703,0
Negative_274,0.917,0.917,0.917,3.67,6.422,0.303,0.028,0.404,0.422,0.257,0.468,0.241,0.056,0.148,0.157,0.148,0.415,0.415,0.415,2.903,0
Positive_438,7.339,1.835,5.505,7.339,5.046,0.252,0.147,0.243,0.335,0.353,0.321,0.304,0.221,0.295,0.217,0.253,3.559,0.89,2.67,2.447,1
Positive_608,4.175,1.789,8.748,6.561,4.573,0.258,0.117,0.249,0.308,0.4,0.308,0.255,0.169,0.277,0.223,0.225,2.104,0.901,4.408,2.304,1
Positive_1102,5.797,2.609,3.188,3.768,3.478,0.241,0.13,0.319,0.403,0.354,0.383,0.291,0.203,0.244,0.154,0.195,2.912,1.311,1.602,1.747,1
Negative_581,4.773,1.364,3.864,2.727,9.773,0.3,0.095,0.339,0.4,0.355,0.414,0.2,0.132,0.205,0.182,0.155,2.466,0.705,1.996,5.05,0
Negative_684,2.963,2.222,1.852,3.704,10.37,0.341,0.078,0.404,0.456,0.326,0.467,0.164,0.108,0.149,0.126,0.126,1.605,1.204,1.003,5.617,0
Negative_797,2.976,5.952,2.381,17.262,3.571,0.185,0.101,0.315,0.405,0.286,0.333,0.311,0.162,0.24,0.216,0.21,1.534,3.068,1.227,1.841,0
Negative_291,1.762,2.643,2.203,2.643,12.775,0.326,0.075,0.476,0.52,0.282,0.515,0.19,0.119,0.106,0.084,0.093,0.942,1.412,1.177,6.827,0
Positive_800,11.875,0.625,6.25,5.625,1.25,0.181,0.281,0.25,0.375,0.375,0.269,0.403,0.365,0.283,0.201,0.277,5.811,0.306,3.058,0.612,1
Negative_194,3.252,2.033,2.033,0.813,12.602,0.329,0.077,0.439,0.492,0.354,0.48,0.167,0.135,0.135,0.086,0.094,1.898,1.187,1.187,7.355,0
Positive_1101,5.782,3.061,4.422,7.823,2.381,0.265,0.099,0.395,0.483,0.293,0.442,0.29,0.174,0.263,0.13,0.222,3.011,1.594,2.303,1.24,1
Negative_455,5.263,4.135,7.143,5.639,6.015,0.293,0.071,0.293,0.387,0.342,0.38,0.219,0.113,0.245,0.166,0.189,2.77,2.176,3.76,3.166,0
Negative_1198,1.786,1.19,0.0,2.381,12.5,0.274,0.054,0.518,0.548,0.185,0.542,0.251,0.09,0.084,0.066,0.078,0.822,0.548,0.0,5.757,0
Negative_1262,0.806,0.403,6.855,2.016,17.339,0.452,0.028,0.492,0.504,0.302,0.528,0.134,0.057,0.13,0.117,0.113,0.467,0.233,3.97,10.041,0
Negative_621,3.846,2.367,6.213,7.692,5.917,0.243,0.086,0.393,0.456,0.355,0.423,0.267,0.142,0.175,0.134,0.163,2.083,1.282,3.366,3.205,0
Positive_10,6.383,1.596,3.191,0.0,7.979,0.218,0.128,0.362,0.441,0.362,0.394,0.321,0.214,0.209,0.166,0.187,3.061,0.765,1.53,3.826,1
Negative_1193,1.19,7.143,3.571,2.381,2.381,0.321,0.036,0.417,0.5,0.167,0.583,0.133,0.048,0.12,0.048,0.096,0.556,3.337,1.668,1.112,0
Negative_1160,0.0,4.124,1.031,14.433,3.093,0.33,0.01,0.402,0.443,0.113,0.485,0.219,0.01,0.188,0.125,0.125,0.0,1.843,0.461,1.382,0
Negative_935,3.831,0.269,1.008,11.29,9.207,0.312,0.132,0.519,0.56,0.272,0.527,0.237,0.154,0.082,0.075,0.08,2.209,0.155,0.581,5.309,0
Negative_189,4.918,0.0,0.82,2.049,9.016,0.258,0.143,0.426,0.475,0.279,0.463,0.247,0.165,0.16,0.16,0.132,2.265,0.0,0.378,4.152,0
Negative_97,5.42,3.082,3.719,5.42,6.482,0.279,0.121,0.327,0.412,0.332,0.39,0.262,0.185,0.224,0.148,0.189,2.746,1.562,1.885,3.285,0
Negative_201,2.885,1.923,0.962,7.692,9.615,0.365,0.077,0.433,0.481,0.192,0.49,0.223,0.107,0.184,0.146,0.126,1.402,0.934,0.467,4.672,0
Negative_1283,4.291,2.425,1.306,4.664,7.649,0.231,0.136,0.349,0.416,0.407,0.364,0.29,0.193,0.207,0.14,0.198,2.227,1.259,0.678,3.97,0
Positive_664,5.161,0.645,5.161,4.516,4.516,0.29,0.084,0.31,0.368,0.329,0.387,0.201,0.104,0.201,0.201,0.156,2.621,0.328,2.621,2.293,1
Positive_670,1.361,2.041,6.803,4.762,2.721,0.204,0.048,0.306,0.34,0.381,0.374,0.253,0.075,0.205,0.192,0.178,0.695,1.042,3.474,1.39,1
Positive_588,2.909,0.364,4.364,7.273,2.182,0.258,0.098,0.331,0.364,0.396,0.404,0.255,0.15,0.237,0.172,0.186,1.53,0.191,2.295,1.147,1
Negative_203,2.542,3.39,3.39,8.475,6.78,0.203,0.102,0.297,0.356,0.347,0.305,0.308,0.145,0.188,0.188,0.188,1.179,1.572,1.572,3.145,0
Negative_134,4.762,1.905,1.905,5.238,6.19,0.29,0.124,0.367,0.433,0.314,0.443,0.23,0.177,0.201,0.124,0.144,2.327,0.931,0.931,3.024,0
Negative_1130,1.75,0.269,3.903,2.826,7.268,0.342,0.05,0.502,0.522,0.38,0.511,0.208,0.081,0.147,0.088,0.142,1.123,0.173,2.504,4.663,0
Negative_706,4.175,0.596,3.579,3.38,4.97,0.284,0.111,0.414,0.461,0.38,0.455,0.235,0.169,0.173,0.108,0.145,2.364,0.337,2.026,2.814,0
