id,N,D,C,E,I,K,F,P,S,V,APAAC3,APAAC4,APAAC5,APAAC6,APAAC10,APAAC19,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC2,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_SecondaryStrT13,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD1001,_PolarizabilityD2001,_SolventAccessibilityD1001,_SolventAccessibilityD2001,_SolventAccessibilityD2100,_SecondaryStrD2001,_SecondaryStrD3001,_ChargeD1001,_ChargeD1100,_ChargeD2001,_ChargeD3001,_ChargeD3075,_ChargeD3100,_PolarityD2001,_PolarityD3001,_NormalizedVDWVD1001,_NormalizedVDWVD2001,_HydrophobicityD1001,_HydrophobicityD1100,_HydrophobicityD2001,AP,RP,DI,DK,CL,CS,EI,IA,ID,IE,IK,LC,LP,KD,KE,KI,KF,FD,FE,PA,PR,PG,PP,PS,SC,SP,YI,VD,PAAC2,PAAC3,PAAC4,PAAC5,PAAC10,PAAC12,PAAC14,PAAC15,PAAC16,PAAC21,PAAC22,PAAC25,label
Negative_50,3.478,0.87,2.609,15.652,7.826,3.478,3.478,8.696,6.957,6.957,3.1,0.775,2.325,13.95,6.975,3.1,0.157,0.304,0.243,0.287,0.313,0.757,0.165,0.374,0.304,0.409,0.435,0.157,0.304,0.409,0.193,0.325,0.193,0.289,0.202,0.035,0.281,0.263,0.149,0.237,1.739,3.478,2.609,3.478,94.783,6.957,1.739,20.87,94.783,0.87,3.478,68.696,89.565,1.739,3.478,1.739,3.478,3.478,94.783,1.739,0.88,0.88,0.0,0.0,0.0,0.0,2.63,0.0,0.0,3.51,0.0,0.0,0.0,0.88,0.88,0.88,0.0,0.0,1.75,0.0,0.0,2.63,1.75,0.0,0.0,0.0,0.0,0.0,2.236,1.788,0.447,1.341,4.024,1.788,1.788,4.471,3.577,5.093,5.057,5.553,0
Negative_6,2.268,5.442,0.907,5.215,4.989,6.122,5.215,5.669,6.122,7.937,2.742,6.58,1.097,6.306,6.033,3.839,0.265,0.288,0.254,0.286,0.277,0.78,0.107,0.32,0.315,0.383,0.351,0.265,0.288,0.379,0.214,0.273,0.255,0.232,0.236,0.027,0.177,0.239,0.195,0.202,0.454,0.68,0.68,1.361,100.0,0.68,0.454,1.361,96.599,0.227,7.71,68.934,99.093,0.454,1.361,0.454,0.68,1.361,100.0,0.454,0.45,0.0,0.68,0.45,0.0,0.0,0.45,0.45,0.45,0.23,0.45,0.23,0.45,0.0,0.45,0.23,0.23,0.23,0.0,0.68,0.0,0.45,0.0,0.45,0.0,0.45,0.0,0.45,2.59,1.126,2.702,0.45,2.477,3.04,2.59,2.815,3.04,5.04,5.187,5.192,0
Negative_215,2.163,3.328,0.832,7.488,2.496,5.324,1.498,12.812,13.478,2.496,1.583,2.435,0.609,5.48,1.827,0.609,0.173,0.311,0.366,0.15,0.388,0.775,0.108,0.484,0.329,0.526,0.301,0.173,0.311,0.511,0.153,0.183,0.233,0.117,0.38,0.038,0.153,0.11,0.107,0.092,1.498,0.333,0.998,0.499,100.0,1.165,0.333,0.666,99.834,0.166,0.499,59.734,100.0,0.333,0.499,0.333,0.499,0.499,100.0,0.333,2.0,0.67,0.0,0.33,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.0,1.33,0.33,1.0,0.33,0.0,0.0,0.0,2.17,1.5,1.5,1.0,0.5,0.33,1.0,0.0,0.0,3.473,1.188,1.828,0.457,1.371,2.925,0.823,7.038,7.404,4.422,4.62,4.34,0
Positive_145,3.053,6.87,1.272,4.326,3.817,4.835,2.545,3.817,6.107,7.125,3.194,7.186,1.331,4.525,3.993,2.662,0.239,0.303,0.224,0.237,0.28,0.771,0.112,0.321,0.328,0.402,0.359,0.239,0.303,0.372,0.209,0.316,0.186,0.214,0.276,0.02,0.173,0.235,0.168,0.204,0.509,0.763,1.272,0.763,98.982,1.527,0.509,3.053,98.982,0.254,2.29,77.099,97.71,0.509,0.763,0.509,0.763,0.763,98.982,0.509,0.26,0.0,0.77,0.0,0.26,0.0,0.26,0.51,0.51,0.26,0.0,0.0,0.26,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.51,0.0,0.77,3.402,1.512,3.402,0.63,1.89,2.394,1.26,1.89,3.024,5.13,5.422,5.004,1
Negative_41,1.773,3.901,1.064,3.901,3.546,1.064,3.191,17.376,8.156,4.61,0.991,2.18,0.595,2.18,1.982,0.595,0.191,0.227,0.348,0.202,0.418,0.83,0.078,0.486,0.248,0.535,0.273,0.191,0.227,0.518,0.181,0.16,0.256,0.135,0.335,0.011,0.117,0.093,0.096,0.078,1.064,0.709,2.128,0.709,99.645,2.128,1.064,1.418,97.872,0.355,0.709,78.723,90.071,1.064,0.709,1.064,0.709,0.709,99.645,1.064,2.49,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.36,0.0,0.36,2.85,2.14,1.07,2.14,1.78,0.0,1.42,0.0,0.36,4.327,0.941,2.069,0.564,1.881,0.564,1.693,9.218,4.327,4.541,4.273,4.525,0
Negative_220,3.646,4.688,1.562,10.938,4.167,4.948,2.604,10.677,10.417,2.865,2.942,3.782,1.26,8.825,3.362,0.42,0.174,0.336,0.32,0.172,0.328,0.766,0.156,0.37,0.367,0.432,0.393,0.174,0.336,0.406,0.151,0.269,0.238,0.144,0.311,0.031,0.235,0.23,0.12,0.211,0.521,0.781,0.521,3.646,100.0,0.781,0.521,3.646,100.0,0.26,4.688,72.396,99.74,0.521,1.823,0.521,0.781,3.646,100.0,0.521,1.31,0.26,0.0,0.26,0.0,0.26,0.26,0.0,0.26,0.26,0.52,0.26,1.04,0.0,0.78,0.52,0.0,0.26,0.26,0.78,0.26,0.52,1.31,0.78,0.0,0.78,0.0,0.26,1.613,2.053,2.64,0.88,2.347,2.786,1.466,6.013,5.866,4.711,4.032,4.55,0
Negative_7,4.333,6.0,5.333,5.667,5.333,6.333,4.333,5.0,8.0,8.667,4.267,5.908,5.252,5.581,5.252,1.642,0.25,0.333,0.243,0.337,0.273,0.76,0.117,0.267,0.357,0.38,0.37,0.25,0.333,0.307,0.204,0.271,0.227,0.278,0.207,0.033,0.161,0.278,0.171,0.237,0.667,1.0,0.667,1.0,99.667,1.333,1.0,4.333,96.333,0.333,1.667,82.667,99.667,0.667,1.0,0.667,1.0,1.0,99.667,0.667,0.0,0.33,0.0,1.0,0.33,0.33,0.67,0.0,0.0,0.0,0.67,0.67,0.0,0.67,0.33,1.0,0.33,0.33,0.0,0.0,0.33,0.33,0.0,0.0,1.0,0.33,0.0,0.33,3.005,2.17,3.005,2.671,2.671,3.171,2.17,2.504,4.006,4.745,5.353,5.333,0
Negative_60,4.398,4.787,3.234,6.727,4.269,5.692,2.458,5.821,8.409,5.692,4.615,5.023,3.393,7.059,4.48,2.579,0.216,0.305,0.272,0.248,0.282,0.779,0.115,0.308,0.329,0.388,0.396,0.216,0.305,0.356,0.205,0.268,0.218,0.245,0.238,0.022,0.185,0.263,0.162,0.224,0.259,0.388,0.388,0.259,99.741,0.388,0.259,1.811,99.353,0.129,0.259,75.679,99.741,0.517,0.259,0.259,0.388,0.259,99.741,0.517,0.52,0.26,0.13,0.0,0.65,0.26,0.78,0.13,0.26,0.52,0.13,0.78,0.65,0.13,0.78,0.26,0.52,0.0,0.0,0.26,0.78,0.26,0.13,0.78,0.39,0.65,0.13,0.26,2.595,2.321,2.527,1.707,2.253,3.004,1.297,3.072,4.438,4.747,4.922,4.721,0
Negative_35,1.211,3.39,1.695,5.569,5.811,2.179,4.358,10.896,7.506,6.053,0.744,2.082,1.041,3.42,3.568,1.784,0.211,0.225,0.303,0.266,0.312,0.823,0.09,0.448,0.247,0.499,0.291,0.211,0.225,0.499,0.187,0.189,0.272,0.182,0.24,0.019,0.126,0.143,0.148,0.112,0.484,0.726,0.484,0.726,100.0,6.053,0.969,2.179,100.0,0.242,0.726,67.554,96.61,0.484,0.726,0.484,0.726,0.726,100.0,0.484,2.18,0.49,0.49,0.24,0.0,0.24,0.49,0.49,0.24,0.24,0.73,0.0,0.0,0.24,0.0,0.0,0.49,0.0,0.0,0.97,1.21,1.21,1.21,1.94,0.0,0.97,0.24,0.24,3.5,0.648,1.815,0.907,3.111,1.167,2.333,5.833,4.018,4.484,4.813,4.81,0
Positive_53,4.348,4.831,2.899,2.899,3.382,7.729,5.314,5.314,10.628,8.213,5.152,5.724,3.435,3.435,4.007,1.717,0.246,0.261,0.271,0.275,0.377,0.797,0.077,0.391,0.285,0.469,0.285,0.246,0.261,0.43,0.175,0.301,0.282,0.165,0.257,0.01,0.136,0.189,0.146,0.165,1.449,0.966,0.966,2.415,99.034,2.899,3.382,2.415,95.169,0.483,17.391,79.71,97.585,1.449,2.415,1.449,0.966,2.415,99.034,1.449,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.49,0.49,0.49,0.49,0.0,0.49,0.97,0.0,0.0,0.0,0.49,0.49,0.49,0.0,0.97,0.0,0.0,0.0,0.49,2.466,2.22,2.466,1.48,1.726,3.945,2.713,2.713,5.425,5.273,5.38,4.969,1
Negative_80,3.366,6.452,2.384,9.818,2.805,4.208,3.647,8.275,12.062,3.366,2.462,4.72,1.744,7.182,2.052,1.642,0.194,0.334,0.297,0.206,0.37,0.749,0.163,0.363,0.353,0.452,0.355,0.194,0.334,0.405,0.184,0.263,0.219,0.171,0.268,0.024,0.237,0.221,0.14,0.194,0.561,0.281,0.561,0.281,99.86,0.701,0.421,1.262,99.719,0.14,0.281,76.017,97.195,0.421,0.281,0.421,0.281,0.281,99.86,0.421,0.42,0.14,0.14,0.0,0.28,0.28,0.28,0.0,0.28,0.14,0.0,0.0,0.84,0.14,0.14,0.14,0.14,0.14,0.14,0.7,0.42,0.56,0.42,1.12,0.28,0.56,0.28,0.28,2.433,1.769,3.391,1.253,1.474,2.212,1.917,4.349,6.34,4.749,4.73,4.804,0
Positive_65,4.153,7.348,0.319,4.313,5.272,2.875,2.396,7.188,6.39,10.703,3.775,6.68,0.29,3.921,4.793,1.888,0.174,0.286,0.265,0.286,0.332,0.794,0.117,0.399,0.305,0.476,0.35,0.174,0.286,0.439,0.158,0.274,0.238,0.214,0.262,0.027,0.197,0.187,0.136,0.157,0.319,0.639,1.118,1.438,100.0,0.319,0.639,1.597,99.521,0.16,1.438,66.294,98.562,0.319,0.958,0.319,1.118,1.438,100.0,0.319,0.16,0.16,0.32,0.16,0.0,0.0,0.48,0.8,0.0,0.32,0.0,0.0,0.32,0.16,0.0,0.16,0.16,0.0,0.0,1.44,0.64,0.0,1.12,0.64,0.0,0.64,0.16,1.12,3.19,2.182,3.861,0.168,2.77,1.511,1.259,3.777,3.358,4.877,4.677,4.637,1
Positive_91,4.62,7.591,4.95,11.221,3.96,6.601,4.62,5.941,2.31,6.601,3.825,6.284,4.098,9.289,3.278,1.912,0.238,0.366,0.218,0.294,0.251,0.713,0.188,0.244,0.406,0.37,0.393,0.238,0.366,0.307,0.238,0.278,0.202,0.268,0.219,0.04,0.272,0.278,0.192,0.228,0.99,1.65,0.99,0.66,99.01,1.32,4.29,0.66,98.68,0.33,7.261,70.627,99.01,0.99,0.66,0.99,1.65,0.66,99.01,0.99,1.32,0.0,0.33,0.66,0.66,0.33,0.0,0.33,0.66,0.0,0.33,0.33,0.33,0.66,0.0,0.33,0.0,0.66,0.99,0.33,0.0,0.0,0.33,0.0,0.66,0.0,1.32,0.0,1.734,2.427,3.988,2.601,2.081,3.468,2.427,3.121,1.214,4.786,4.818,4.566,1
Positive_191,3.243,5.946,1.081,6.486,5.405,6.486,2.703,4.054,5.946,9.189,3.955,7.251,1.318,7.91,6.591,3.296,0.238,0.316,0.208,0.27,0.265,0.746,0.124,0.311,0.327,0.381,0.381,0.238,0.316,0.349,0.211,0.314,0.203,0.238,0.214,0.022,0.179,0.244,0.192,0.222,2.703,0.541,0.541,1.081,99.73,1.622,0.811,1.081,99.73,0.27,2.703,73.784,96.216,0.811,1.081,0.811,0.541,1.081,99.73,0.811,0.0,0.27,0.27,0.27,0.0,0.0,0.54,0.27,0.81,0.27,0.27,0.0,1.36,0.27,0.27,0.27,0.0,0.0,0.27,0.27,0.54,0.0,0.27,0.27,0.0,0.27,0.27,0.54,3.143,1.572,2.882,0.524,2.619,3.143,1.31,1.965,2.882,5.336,5.578,5.302,1
Positive_164,2.167,9.288,0.929,6.811,7.43,8.05,3.406,1.858,7.43,4.025,2.324,9.96,0.996,7.304,7.968,3.984,0.257,0.356,0.232,0.263,0.276,0.7,0.161,0.294,0.378,0.396,0.347,0.257,0.356,0.353,0.199,0.298,0.205,0.23,0.233,0.034,0.211,0.248,0.193,0.202,0.619,1.238,0.619,2.786,100.0,1.238,0.929,2.786,98.142,0.31,4.334,73.375,100.0,0.619,2.477,0.619,1.238,2.786,100.0,0.619,0.0,0.0,1.24,0.31,0.31,0.0,1.24,0.0,0.31,0.31,0.62,0.31,0.0,0.93,0.62,0.31,0.31,0.62,0.62,0.62,0.0,0.0,0.31,0.31,0.0,0.31,0.0,0.93,2.837,1.045,4.479,0.448,3.583,3.882,1.643,0.896,3.583,5.139,5.469,5.107,1
Positive_68,3.846,3.846,2.198,6.593,5.495,7.143,2.198,5.22,5.495,6.044,4.04,4.04,2.309,6.925,5.772,3.751,0.214,0.302,0.239,0.264,0.266,0.783,0.104,0.365,0.327,0.426,0.36,0.214,0.302,0.426,0.176,0.253,0.226,0.226,0.24,0.019,0.146,0.174,0.14,0.138,1.923,0.549,1.923,1.099,99.176,0.824,0.549,3.571,93.956,0.275,3.022,60.165,97.527,0.549,1.099,0.549,1.099,1.099,99.176,0.549,0.28,0.28,0.28,0.28,0.0,0.0,0.55,0.83,0.0,0.0,0.55,0.0,0.28,0.28,0.55,0.28,0.28,0.0,0.0,0.55,0.0,0.55,0.28,0.55,0.0,0.0,0.0,0.28,2.132,1.99,1.99,1.137,2.843,3.696,1.137,2.701,2.843,4.468,5.006,4.941,1
Negative_102,3.797,4.304,3.038,7.089,4.304,8.861,2.025,8.608,9.114,5.316,3.218,3.647,2.575,6.008,3.647,1.502,0.215,0.332,0.276,0.238,0.316,0.752,0.114,0.367,0.349,0.441,0.344,0.215,0.332,0.403,0.173,0.244,0.206,0.195,0.272,0.036,0.173,0.16,0.129,0.142,0.506,0.759,0.759,0.506,99.494,1.013,0.506,1.519,99.494,0.253,0.506,61.772,93.165,2.278,0.506,0.506,0.759,0.506,99.494,2.278,0.25,0.51,0.51,0.0,0.76,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.76,0.76,0.76,0.25,0.25,0.0,0.0,0.51,0.76,0.51,0.76,1.78,0.0,1.27,0.0,0.0,2.383,1.986,2.251,1.589,2.251,4.634,1.059,4.502,4.766,4.722,4.55,4.869,0
Negative_8,3.313,7.362,1.104,7.975,3.313,6.503,2.577,4.663,9.816,3.926,1.351,3.002,0.45,3.252,1.351,2.102,0.264,0.394,0.277,0.215,0.318,0.704,0.153,0.337,0.409,0.422,0.314,0.264,0.394,0.404,0.184,0.227,0.181,0.186,0.262,0.066,0.198,0.208,0.163,0.154,0.245,0.859,0.245,0.491,100.0,0.859,0.245,0.613,99.387,0.123,0.491,76.933,100.0,0.245,0.491,0.245,0.859,0.491,100.0,0.245,0.37,0.12,0.37,0.37,0.25,0.0,0.0,0.49,0.37,0.12,0.12,0.25,0.25,0.74,0.61,0.12,0.25,0.25,0.37,0.49,0.12,0.49,0.61,0.12,0.0,0.61,0.0,0.49,3.951,1.693,3.763,0.564,1.693,3.324,1.317,2.383,5.017,4.697,4.989,5.001,0
Positive_16,1.948,5.195,1.299,5.844,3.896,9.091,5.844,4.545,4.545,9.74,1.873,4.995,1.249,5.619,3.746,1.873,0.37,0.351,0.247,0.305,0.227,0.695,0.11,0.279,0.383,0.344,0.286,0.37,0.351,0.331,0.301,0.294,0.229,0.281,0.248,0.052,0.157,0.288,0.242,0.248,1.299,3.247,1.299,1.948,99.351,3.247,1.299,1.948,95.455,0.649,2.597,75.974,99.351,1.299,1.948,1.299,3.247,1.948,99.351,1.299,0.65,1.31,1.31,0.65,0.0,0.0,0.0,0.0,0.0,0.65,1.31,0.0,0.0,1.31,0.0,0.65,0.65,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.65,4.772,0.895,2.386,0.597,1.789,4.175,2.684,2.087,2.087,5.764,5.881,5.254,1
Positive_215,8.415,6.654,2.153,3.718,5.479,4.501,5.871,4.501,6.262,7.045,9.947,7.865,2.545,4.395,6.476,4.626,0.278,0.315,0.235,0.323,0.358,0.796,0.104,0.305,0.339,0.393,0.329,0.278,0.315,0.368,0.237,0.302,0.21,0.216,0.2,0.022,0.167,0.267,0.19,0.22,1.761,0.978,0.587,0.391,99.804,0.587,2.153,0.391,99.804,0.196,6.458,75.147,99.413,1.761,0.391,1.761,0.978,0.391,99.804,1.761,0.2,0.2,0.78,0.39,0.0,0.0,0.0,0.59,0.39,0.2,0.78,0.2,0.2,0.2,0.2,0.59,0.2,0.0,0.2,0.59,0.2,0.39,0.39,0.2,0.0,0.39,0.0,0.78,2.668,4.098,3.24,1.048,2.668,2.192,2.859,2.192,3.05,5.328,5.07,5.099,1
Positive_113,4.8,5.067,1.333,10.133,4.533,8.8,5.867,4.533,4.533,5.6,4.246,4.482,1.179,8.963,4.01,4.482,0.283,0.344,0.211,0.264,0.269,0.72,0.152,0.267,0.365,0.331,0.387,0.283,0.344,0.339,0.257,0.332,0.198,0.254,0.23,0.048,0.209,0.289,0.211,0.241,2.133,1.067,1.067,0.533,99.2,1.067,2.133,0.533,99.2,0.267,2.933,84.533,98.4,2.133,0.533,2.133,1.067,0.533,99.2,2.133,0.0,0.27,0.0,0.0,0.0,0.0,0.53,0.0,0.8,0.53,0.27,0.0,0.27,0.53,1.34,0.27,0.27,0.27,0.8,0.8,0.27,0.0,0.0,0.0,0.0,0.27,0.8,0.27,1.965,2.358,2.489,0.655,2.227,4.323,2.882,2.227,2.227,5.288,5.46,5.141,1
Negative_81,2.269,2.042,0.53,5.068,5.976,6.051,0.908,9.002,12.935,8.85,1.925,1.733,0.45,4.3,5.071,0.963,0.152,0.281,0.385,0.29,0.301,0.84,0.071,0.44,0.299,0.466,0.382,0.152,0.281,0.469,0.157,0.179,0.254,0.217,0.228,0.016,0.104,0.146,0.12,0.133,0.53,0.151,0.227,0.756,99.924,0.227,0.151,0.983,99.924,0.076,0.756,86.384,99.849,0.151,0.756,0.151,0.227,0.756,99.924,0.151,0.15,0.23,0.15,0.0,0.0,0.15,0.15,0.53,0.3,0.08,0.38,0.0,0.98,0.15,0.38,0.83,0.0,0.0,0.08,0.76,0.3,0.3,0.61,1.29,0.15,1.67,0.08,0.08,1.715,1.354,1.218,0.316,3.565,3.61,0.542,5.37,7.717,3.839,4.116,4.009,0
Negative_23,4.474,6.579,2.105,5.263,5.0,2.105,3.947,5.0,10.789,7.105,5.617,8.26,2.643,6.608,6.277,1.652,0.211,0.276,0.313,0.295,0.337,0.818,0.118,0.35,0.332,0.437,0.353,0.211,0.276,0.418,0.172,0.248,0.301,0.211,0.224,0.018,0.198,0.206,0.156,0.161,1.579,0.526,1.053,0.526,98.947,1.053,2.632,1.842,98.947,0.263,0.526,70.0,97.368,1.579,0.526,1.579,0.526,0.526,98.947,1.316,0.26,0.26,0.26,0.0,0.26,0.26,1.06,0.0,0.26,0.26,0.0,0.26,0.53,0.26,0.26,0.53,0.26,0.26,0.26,0.26,0.0,0.53,0.26,1.06,0.0,0.26,0.26,0.26,2.237,2.377,3.496,1.118,2.657,1.118,2.097,2.657,5.732,4.708,4.646,4.612,0
Positive_157,1.795,3.59,2.051,7.179,2.564,6.154,4.359,9.744,7.436,4.359,1.154,2.308,1.319,4.615,1.648,1.154,0.267,0.349,0.246,0.19,0.305,0.726,0.108,0.359,0.367,0.415,0.318,0.267,0.349,0.395,0.195,0.306,0.219,0.19,0.311,0.028,0.162,0.216,0.136,0.19,1.026,0.513,1.026,0.769,98.718,3.333,0.513,4.872,96.41,0.256,0.769,72.821,98.718,0.513,0.769,0.513,0.769,0.769,98.718,0.513,1.03,1.03,0.51,0.26,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.51,1.03,0.0,0.51,0.51,0.0,0.26,0.51,0.0,1.03,1.29,0.77,1.03,0.0,0.77,0.0,0.26,4.996,0.853,1.706,0.975,1.219,2.925,2.072,4.631,3.534,5.394,5.259,5.268,1
Positive_123,4.058,4.058,6.667,5.797,4.638,8.696,5.797,9.275,6.667,5.797,3.704,3.704,6.086,5.292,4.234,3.704,0.261,0.267,0.31,0.362,0.307,0.786,0.099,0.359,0.284,0.467,0.272,0.261,0.267,0.417,0.238,0.247,0.32,0.259,0.198,0.029,0.14,0.203,0.148,0.169,0.87,0.58,0.58,6.087,99.42,0.58,0.87,6.087,99.42,0.29,7.826,82.319,98.841,0.87,4.348,0.87,0.58,6.087,99.42,0.87,0.29,0.29,0.0,0.58,0.29,0.29,0.58,0.29,0.29,0.58,0.0,0.29,1.16,0.29,0.58,0.29,0.58,0.0,0.58,0.29,0.29,0.58,0.29,1.16,1.16,0.58,0.0,0.0,1.532,2.145,2.145,3.524,2.451,4.596,3.064,4.902,3.524,4.839,5.024,5.013,1
Positive_40,3.175,4.762,1.587,7.937,5.291,8.466,1.587,4.762,4.762,10.053,3.524,5.285,1.761,8.809,5.872,1.761,0.196,0.302,0.196,0.243,0.27,0.751,0.127,0.36,0.317,0.423,0.381,0.196,0.302,0.392,0.128,0.255,0.17,0.207,0.277,0.059,0.17,0.176,0.117,0.165,1.058,3.704,1.058,2.116,100.0,4.233,1.587,2.116,99.471,0.529,7.937,75.661,100.0,1.058,2.116,1.058,3.704,2.116,100.0,1.058,0.53,0.0,0.0,0.53,0.0,0.53,1.06,0.53,0.0,0.0,0.53,0.0,0.53,2.13,2.13,0.0,0.0,0.0,0.53,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.53,1.917,1.643,2.465,0.821,2.738,4.382,0.821,2.465,2.465,4.143,4.95,4.818,1
Positive_115,2.505,7.933,0.418,4.593,2.296,1.67,3.132,6.889,4.593,5.846,2.768,8.766,0.462,5.075,2.537,4.383,0.238,0.267,0.263,0.248,0.309,0.783,0.125,0.407,0.305,0.491,0.271,0.238,0.267,0.484,0.172,0.278,0.272,0.245,0.262,0.025,0.209,0.199,0.14,0.157,0.835,0.418,0.418,1.253,98.539,0.418,0.626,8.768,98.539,0.209,2.714,74.948,97.912,0.626,1.253,0.626,0.418,1.253,98.539,0.626,0.42,0.42,0.0,0.0,0.0,0.42,0.0,0.42,0.21,0.21,0.21,0.0,0.84,0.42,0.0,0.0,0.0,0.0,0.21,0.84,0.21,1.05,0.21,0.42,0.0,0.42,0.0,0.42,3.608,1.203,3.808,0.201,1.102,0.802,1.504,3.307,2.205,5.389,5.286,5.3,1
Positive_139,15.47,5.525,2.21,4.42,11.05,7.182,4.972,4.42,4.972,6.077,18.417,6.577,2.631,5.262,13.155,4.604,0.232,0.359,0.221,0.326,0.331,0.812,0.099,0.188,0.381,0.265,0.503,0.232,0.359,0.249,0.289,0.317,0.172,0.233,0.228,0.011,0.161,0.356,0.261,0.311,1.657,2.762,1.657,2.21,100.0,1.105,1.657,2.21,98.343,0.552,13.26,75.691,100.0,1.657,2.21,1.657,2.762,2.21,100.0,1.105,0.0,0.56,0.0,0.0,0.56,0.0,1.11,0.56,0.56,0.56,0.56,0.0,0.56,0.56,0.0,0.56,0.0,0.56,0.56,0.56,0.0,0.0,0.0,0.56,0.0,1.11,1.11,0.0,0.915,8.544,3.051,1.221,6.103,3.967,2.746,2.441,2.746,4.623,4.686,4.562,1
Positive_216,4.292,4.292,0.858,5.15,3.648,5.579,3.004,4.721,7.082,6.438,4.32,4.32,0.864,5.184,3.672,3.888,0.253,0.275,0.277,0.253,0.281,0.805,0.094,0.337,0.307,0.388,0.358,0.253,0.275,0.408,0.196,0.234,0.241,0.215,0.252,0.022,0.146,0.2,0.168,0.163,0.429,0.644,0.429,1.931,99.571,1.073,2.575,1.931,99.571,0.215,7.511,69.742,99.142,0.429,1.931,0.429,0.644,1.931,99.571,0.429,0.0,0.22,0.22,0.0,0.22,0.0,0.0,0.22,0.22,0.0,0.22,0.0,1.08,0.43,0.65,0.43,0.22,0.0,0.0,0.0,0.22,0.22,0.0,0.22,0.22,0.0,0.22,0.65,2.315,2.205,2.205,0.441,1.874,2.866,1.543,2.425,3.638,4.926,5.081,4.667,1
Positive_27,4.598,6.897,2.299,1.149,5.747,8.046,3.448,8.046,5.747,2.299,2.6,3.9,1.3,0.65,3.25,2.6,0.322,0.322,0.241,0.218,0.322,0.747,0.08,0.299,0.333,0.391,0.287,0.322,0.322,0.356,0.244,0.174,0.186,0.174,0.279,0.035,0.128,0.221,0.186,0.163,2.299,6.897,2.299,10.345,98.851,11.494,3.448,10.345,96.552,1.149,54.023,87.356,98.851,2.299,10.345,2.299,6.897,10.345,98.851,2.299,0.0,1.16,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,1.16,0.0,0.0,1.16,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,2.33,0.0,0.0,4.393,2.197,3.295,1.098,2.746,3.844,1.647,3.844,2.746,4.845,5.117,5.628,1
Negative_225,1.98,4.95,0.99,9.901,0.99,2.97,2.97,9.901,5.941,2.97,1.212,3.031,0.606,6.063,0.606,1.212,0.238,0.347,0.238,0.149,0.307,0.752,0.149,0.356,0.376,0.416,0.347,0.238,0.347,0.406,0.17,0.19,0.23,0.12,0.35,0.01,0.17,0.12,0.12,0.11,11.881,1.98,3.96,1.98,100.0,4.95,18.812,2.97,94.059,0.99,19.802,84.158,99.01,11.881,1.98,4.95,1.98,1.98,100.0,6.931,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.417,0.976,2.44,0.488,0.488,1.464,1.464,4.881,2.929,4.419,4.851,5.304,0
Positive_73,4.965,5.944,2.448,6.084,5.175,5.594,3.566,4.545,7.413,6.993,4.691,5.615,2.313,5.748,4.889,2.51,0.236,0.32,0.246,0.264,0.29,0.77,0.12,0.291,0.353,0.375,0.39,0.236,0.32,0.351,0.212,0.281,0.213,0.232,0.249,0.028,0.176,0.265,0.177,0.219,0.14,0.21,0.21,0.35,100.0,0.14,0.559,0.35,100.0,0.07,0.49,75.175,98.531,0.14,0.35,0.14,0.21,0.35,100.0,0.14,0.21,0.21,0.63,0.35,0.28,0.21,0.42,0.35,0.28,0.21,0.63,0.56,0.28,0.77,0.42,0.35,0.28,0.14,0.14,0.14,0.49,0.28,0.28,0.21,0.07,0.28,0.07,0.28,2.764,2.548,3.051,1.256,2.656,2.871,1.83,2.333,3.805,4.804,5.043,4.884,1
