id,N,D,C,I,K,F,P,S,APAAC3,APAAC4,APAAC5,APAAC6,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,_SolventAccessibilityD1001,_SecondaryStrD2001,_ChargeD2001,_ChargeD3001,_NormalizedVDWVD2001,DI,IA,ID,PS,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,PAAC22,label
Negative_422,4.348,1.863,1.242,6.832,2.484,9.938,3.106,6.211,2.177,0.933,0.622,1.866,0.261,0.217,0.255,0.23,0.876,0.056,0.311,0.23,0.342,0.398,0.261,0.217,0.379,0.15,0.237,0.3,0.013,0.1,0.125,0.237,0.106,1.863,3.727,3.106,0.621,1.242,1.863,0.0,0.0,0.0,0.0,0.996,0.664,3.653,1.328,1.661,3.321,4.718,0
Negative_1212,8.046,0.0,6.897,2.299,0.0,8.046,6.897,11.494,6.424,0.0,5.507,0.0,0.276,0.115,0.391,0.483,0.966,0.0,0.471,0.126,0.54,0.184,0.276,0.115,0.609,0.128,0.43,0.081,0.0,0.0,0.151,0.035,0.105,6.897,5.747,2.299,1.149,0.0,18.391,0.0,0.0,0.0,0.0,0.0,3.716,1.239,0.0,3.716,6.193,4.898,0
Negative_1062,4.867,0.442,0.0,12.832,2.655,3.982,6.195,5.752,1.927,0.175,0.0,0.525,0.19,0.142,0.327,0.208,0.938,0.018,0.354,0.168,0.358,0.451,0.19,0.142,0.394,0.124,0.32,0.311,0.0,0.036,0.142,0.164,0.111,0.885,2.212,2.655,0.442,1.327,0.885,0.0,1.33,0.0,0.44,0.276,0.0,8.005,1.656,3.865,3.588,3.584,0
Positive_84,2.769,4.723,1.303,1.466,1.629,4.723,8.306,5.863,2.638,4.5,1.242,5.276,0.235,0.256,0.257,0.311,0.811,0.103,0.368,0.28,0.428,0.337,0.235,0.256,0.427,0.245,0.23,0.217,0.018,0.168,0.189,0.175,0.15,0.489,0.977,0.977,0.163,5.212,0.814,0.0,0.0,0.0,0.49,2.349,0.648,0.729,0.81,4.132,2.916,5.036,1
Positive_388,3.704,4.843,1.709,5.983,11.111,3.419,9.117,8.262,1.73,2.262,0.798,2.528,0.268,0.353,0.302,0.313,0.738,0.103,0.339,0.387,0.405,0.328,0.268,0.353,0.39,0.243,0.22,0.206,0.04,0.131,0.214,0.209,0.194,1.14,0.855,0.855,0.285,7.407,2.279,1.71,0.29,0.29,1.14,2.588,0.913,3.198,5.938,4.873,4.416,4.428,1
Negative_1112,5.913,4.696,2.087,3.478,5.739,4.522,9.391,11.826,4.8,3.812,1.694,4.376,0.214,0.32,0.336,0.369,0.803,0.101,0.377,0.346,0.445,0.341,0.214,0.32,0.43,0.209,0.232,0.164,0.014,0.146,0.188,0.162,0.155,0.87,1.217,2.087,0.174,1.043,1.565,0.17,0.0,0.35,1.05,2.613,1.161,1.935,3.194,5.226,6.581,4.577,0
Positive_439,3.81,6.19,1.905,3.333,5.714,3.333,5.238,4.762,5.416,8.799,2.708,6.769,0.219,0.305,0.224,0.286,0.795,0.11,0.3,0.314,0.381,0.4,0.219,0.305,0.367,0.316,0.258,0.215,0.014,0.177,0.23,0.172,0.182,0.952,2.857,1.905,0.476,11.429,2.857,0.0,0.0,0.0,0.0,3.133,0.964,1.687,2.892,2.651,2.41,5.048,1
Positive_1177,3.824,3.824,2.677,5.927,5.545,3.442,6.31,6.501,3.729,3.729,2.61,7.085,0.237,0.312,0.243,0.279,0.774,0.111,0.321,0.329,0.386,0.377,0.237,0.312,0.377,0.305,0.218,0.247,0.027,0.157,0.255,0.165,0.216,0.382,0.765,1.53,0.191,5.736,0.382,0.19,0.0,0.0,0.38,1.941,1.359,3.008,2.814,3.203,3.299,5.162,1
Positive_109,7.239,4.29,2.949,8.311,7.507,4.021,4.29,6.166,9.293,5.507,3.786,6.539,0.252,0.319,0.257,0.271,0.796,0.094,0.271,0.354,0.343,0.405,0.252,0.319,0.33,0.312,0.215,0.29,0.022,0.151,0.317,0.185,0.266,0.536,0.536,0.804,0.268,10.724,0.536,0.27,0.0,0.54,0.54,2.245,1.543,4.35,3.929,2.245,3.227,4.66,1
Positive_981,2.988,4.394,0.527,6.151,7.206,5.097,8.26,11.951,2.912,4.283,0.514,5.653,0.257,0.29,0.329,0.329,0.772,0.102,0.371,0.315,0.42,0.323,0.257,0.29,0.424,0.231,0.213,0.202,0.016,0.165,0.213,0.157,0.185,0.879,0.351,0.879,0.176,1.23,0.879,0.7,0.18,0.18,0.88,2.277,0.273,3.188,3.734,4.28,6.193,4.884,1
Negative_495,1.227,4.908,0.613,4.908,4.294,1.84,6.135,2.454,1.618,6.471,0.808,4.853,0.184,0.282,0.172,0.258,0.81,0.086,0.38,0.313,0.436,0.38,0.184,0.282,0.429,0.284,0.216,0.235,0.012,0.111,0.185,0.142,0.117,3.067,1.227,3.067,0.613,22.086,3.067,0.62,0.0,0.0,0.0,2.474,0.309,2.474,2.164,3.092,1.237,5.27,0
Positive_88,1.772,2.559,1.772,1.969,1.969,4.134,8.071,6.102,1.828,2.64,1.828,7.107,0.242,0.268,0.262,0.258,0.789,0.094,0.366,0.299,0.409,0.348,0.242,0.268,0.419,0.247,0.266,0.254,0.03,0.148,0.217,0.156,0.174,0.591,0.984,0.394,0.197,3.937,0.591,0.39,0.2,0.0,0.59,1.24,0.859,0.954,0.954,3.912,2.958,5.29,1
Positive_1092,5.276,5.127,1.792,7.317,5.874,7.068,3.733,7.367,2.594,2.521,0.881,3.328,0.266,0.308,0.242,0.267,0.776,0.119,0.273,0.319,0.342,0.392,0.266,0.308,0.315,0.255,0.211,0.251,0.021,0.173,0.233,0.204,0.21,0.1,0.249,0.199,0.05,0.1,0.1,0.4,0.5,0.3,0.4,2.699,0.944,3.852,3.093,1.965,3.879,5.002,1
Negative_504,3.774,5.031,2.516,0.0,2.516,1.887,6.918,8.805,2.83,3.773,1.887,3.302,0.22,0.327,0.277,0.314,0.786,0.094,0.358,0.346,0.434,0.346,0.22,0.327,0.384,0.266,0.215,0.209,0.032,0.133,0.215,0.184,0.203,1.258,2.516,2.516,0.629,6.918,1.258,0.0,0.0,0.0,2.53,2.593,1.297,0.0,1.297,3.565,4.538,4.97,0
Positive_863,3.914,5.284,1.174,7.436,4.11,3.914,6.067,5.675,5.07,6.845,1.521,8.872,0.227,0.305,0.254,0.286,0.775,0.121,0.331,0.321,0.395,0.378,0.227,0.305,0.382,0.282,0.247,0.241,0.027,0.18,0.224,0.176,0.2,0.587,0.391,1.761,0.196,3.131,0.587,0.78,0.59,0.59,0.2,2.663,0.592,3.748,2.071,3.058,2.86,5.536,1
Negative_683,4.124,5.155,1.031,3.093,3.093,0.0,7.216,8.247,2.427,3.034,0.607,4.247,0.237,0.299,0.309,0.309,0.753,0.124,0.361,0.309,0.423,0.34,0.237,0.299,0.423,0.167,0.24,0.177,0.01,0.177,0.135,0.104,0.104,2.062,2.062,13.402,1.031,27.835,2.062,0.0,0.0,0.0,1.04,2.623,0.525,1.574,1.574,3.671,4.196,5.51,0
Positive_623,3.39,5.085,1.695,6.78,5.932,2.542,7.627,5.085,1.412,2.118,0.706,2.471,0.212,0.322,0.229,0.28,0.78,0.11,0.347,0.322,0.415,0.373,0.212,0.322,0.364,0.308,0.188,0.188,0.034,0.154,0.239,0.154,0.231,3.39,2.542,10.169,0.847,8.475,5.085,0.85,0.0,0.0,0.0,2.772,0.924,3.697,3.234,4.158,2.772,4.422,1
Negative_967,2.304,2.304,0.461,2.304,3.687,0.922,8.756,18.433,2.128,2.128,0.426,6.811,0.171,0.281,0.406,0.406,0.82,0.097,0.465,0.332,0.493,0.336,0.171,0.281,0.53,0.194,0.296,0.139,0.023,0.157,0.134,0.12,0.116,1.382,1.382,1.843,0.461,12.442,1.382,0.46,0.0,0.46,1.85,1.299,0.26,1.299,2.079,4.938,10.395,4.119,0
Negative_1217,8.858,3.543,2.559,4.528,8.661,3.346,8.661,10.433,7.202,2.88,2.08,6.241,0.226,0.37,0.295,0.35,0.76,0.112,0.313,0.39,0.374,0.4,0.226,0.37,0.348,0.256,0.237,0.178,0.03,0.176,0.243,0.178,0.219,0.984,0.394,1.575,0.197,1.181,0.984,0.0,0.39,0.0,0.39,1.904,1.375,2.433,4.653,4.653,5.606,4.605,0
Negative_1047,0.78,3.899,2.729,1.754,5.263,2.339,11.306,11.891,0.591,2.954,2.067,4.43,0.205,0.259,0.339,0.347,0.805,0.097,0.452,0.285,0.519,0.277,0.205,0.259,0.497,0.207,0.285,0.17,0.01,0.156,0.164,0.115,0.139,0.78,0.39,0.78,0.195,5.068,0.78,0.2,0.0,0.2,1.76,2.137,1.496,0.961,2.885,6.197,6.518,4.84,0
Positive_378,4.431,6.104,1.923,6.773,6.271,4.348,5.017,10.117,3.019,4.159,1.31,3.817,0.253,0.319,0.29,0.306,0.765,0.117,0.308,0.351,0.388,0.36,0.253,0.319,0.369,0.238,0.218,0.223,0.028,0.176,0.239,0.182,0.197,0.167,0.251,0.251,0.084,1.923,0.251,0.75,0.5,0.5,0.59,3.187,1.004,3.537,3.275,2.62,5.283,4.773,1
Positive_654,3.571,6.494,1.948,4.545,7.468,1.623,3.571,4.87,2.433,4.424,1.327,3.981,0.198,0.289,0.211,0.315,0.769,0.123,0.386,0.312,0.471,0.331,0.198,0.289,0.422,0.267,0.215,0.218,0.046,0.176,0.199,0.163,0.176,0.649,1.299,1.299,0.325,5.844,0.649,0.33,0.33,0.33,0.0,3.441,1.032,2.409,3.957,1.892,2.581,4.528,1
Positive_625,3.529,11.176,0.588,6.471,8.235,7.059,1.765,7.059,3.218,10.192,0.536,7.51,0.276,0.394,0.182,0.306,0.676,0.194,0.206,0.412,0.324,0.4,0.276,0.394,0.241,0.396,0.189,0.243,0.047,0.284,0.331,0.183,0.314,1.765,1.176,4.118,0.588,2.353,1.765,0.0,0.0,0.59,0.0,5.377,0.283,3.113,3.962,0.849,3.396,5.244,1
Negative_472,1.152,2.074,2.765,1.382,1.152,3.226,12.212,5.53,0.787,1.417,1.889,2.361,0.212,0.2,0.244,0.304,0.843,0.055,0.435,0.226,0.484,0.304,0.212,0.2,0.477,0.219,0.254,0.187,0.007,0.081,0.157,0.118,0.136,0.461,0.922,1.152,0.23,0.461,0.461,0.0,0.23,0.0,0.92,1.043,1.391,0.695,0.58,6.144,2.782,4.447,0
Negative_265,6.19,4.286,5.714,6.667,3.81,0.476,6.667,10.952,4.654,3.223,4.296,3.938,0.152,0.248,0.362,0.324,0.843,0.095,0.41,0.276,0.51,0.338,0.152,0.248,0.452,0.177,0.23,0.249,0.019,0.172,0.158,0.081,0.139,0.952,0.952,0.952,0.476,1.905,0.952,0.96,0.0,0.0,0.96,2.578,3.437,4.011,2.292,4.011,6.588,3.778,0
Negative_405,2.941,9.412,2.353,4.706,8.824,4.706,5.294,6.471,1.768,5.66,1.415,2.122,0.271,0.376,0.218,0.3,0.694,0.129,0.276,0.382,0.394,0.335,0.271,0.376,0.294,0.296,0.154,0.249,0.059,0.189,0.225,0.136,0.213,2.353,4.118,1.765,0.588,3.529,2.353,0.59,0.59,0.59,0.0,4.57,1.143,2.285,4.285,2.571,3.142,5.584,0
Positive_671,4.878,3.659,2.439,3.659,6.707,3.659,1.829,7.927,6.579,4.935,3.289,6.579,0.262,0.293,0.25,0.256,0.793,0.085,0.354,0.317,0.415,0.323,0.262,0.293,0.409,0.227,0.227,0.202,0.025,0.147,0.239,0.196,0.196,1.22,1.22,1.22,0.61,15.244,1.22,0.0,0.0,0.0,0.0,1.882,1.254,1.882,3.449,0.941,4.076,5.459,1
Positive_186,3.642,4.266,1.977,5.723,5.515,4.266,5.411,7.7,2.362,2.767,1.282,4.117,0.253,0.294,0.264,0.28,0.779,0.106,0.322,0.315,0.384,0.363,0.253,0.294,0.376,0.227,0.219,0.259,0.029,0.156,0.225,0.193,0.181,0.208,0.208,1.145,0.104,2.914,0.208,0.21,0.21,0.1,0.42,2.172,1.007,2.914,2.808,2.756,3.921,5.029,1
Positive_492,4.923,4.219,2.672,7.314,9.001,3.235,5.204,5.626,4.558,3.906,2.474,6.12,0.255,0.308,0.255,0.278,0.768,0.108,0.305,0.325,0.374,0.371,0.255,0.308,0.363,0.276,0.234,0.234,0.027,0.176,0.248,0.177,0.211,0.422,0.422,0.985,0.141,7.454,0.422,0.7,0.42,0.42,0.28,2.179,1.38,3.777,4.649,2.688,2.906,4.806,1
Positive_215,2.815,4.148,1.037,4.889,5.778,7.556,5.185,5.333,3.02,4.451,1.113,6.2,0.25,0.28,0.221,0.259,0.791,0.099,0.344,0.295,0.396,0.354,0.25,0.28,0.387,0.286,0.221,0.273,0.025,0.156,0.237,0.178,0.208,0.889,0.296,0.889,0.148,1.926,0.889,0.59,0.3,0.59,0.15,2.092,0.523,2.466,2.914,2.615,2.69,5.154,1
Positive_559,4.516,4.516,2.581,4.194,6.774,4.355,4.839,7.258,4.068,4.068,2.325,7.556,0.29,0.339,0.261,0.263,0.74,0.129,0.268,0.365,0.339,0.371,0.29,0.339,0.344,0.226,0.199,0.276,0.034,0.183,0.241,0.21,0.179,0.323,0.645,0.645,0.161,1.29,0.323,0.32,0.32,0.16,0.48,2.209,1.262,2.051,3.313,2.367,3.55,5.216,1
Negative_403,0.912,2.432,4.863,3.04,1.216,6.079,7.903,7.295,0.512,1.364,2.728,1.875,0.219,0.161,0.261,0.267,0.872,0.058,0.356,0.182,0.429,0.353,0.219,0.161,0.398,0.149,0.314,0.241,0.012,0.098,0.146,0.155,0.128,1.216,0.608,4.255,0.304,2.128,1.216,0.0,0.3,0.0,0.0,1.308,2.616,1.635,0.654,4.251,3.924,4.615,0
Negative_855,0.99,2.97,1.98,1.485,3.465,2.97,5.446,9.406,1.088,3.264,2.176,5.44,0.262,0.302,0.292,0.257,0.787,0.079,0.351,0.347,0.401,0.337,0.262,0.302,0.421,0.269,0.249,0.199,0.02,0.129,0.209,0.159,0.169,1.98,0.99,0.99,0.495,1.98,1.98,0.0,0.0,0.0,0.5,1.447,0.965,0.724,1.689,2.654,4.584,5.19,0
Positive_137,5.556,3.509,2.924,9.064,6.725,9.357,4.386,7.018,2.361,1.491,1.242,0.994,0.284,0.257,0.26,0.24,0.827,0.058,0.263,0.263,0.327,0.389,0.284,0.257,0.304,0.188,0.252,0.287,0.023,0.088,0.185,0.226,0.158,0.585,0.877,1.17,0.292,1.462,0.585,0.0,0.29,0.29,0.0,1.889,1.574,4.88,3.62,2.361,3.778,4.506,1
Positive_918,4.391,5.159,2.195,4.83,5.928,4.281,6.476,9.66,2.403,2.824,1.201,4.686,0.236,0.34,0.288,0.305,0.743,0.137,0.33,0.362,0.404,0.36,0.236,0.34,0.373,0.233,0.209,0.201,0.042,0.191,0.216,0.169,0.188,0.329,0.22,1.427,0.11,0.329,0.329,0.44,0.44,0.55,0.77,2.717,1.156,2.544,3.122,3.41,5.087,4.929,1
Negative_348,0.0,5.189,0.943,1.887,1.887,1.415,12.736,10.849,0.0,4.146,0.753,3.016,0.236,0.297,0.363,0.358,0.778,0.09,0.434,0.33,0.495,0.269,0.236,0.297,0.476,0.209,0.251,0.118,0.024,0.137,0.137,0.118,0.118,2.358,2.358,4.245,0.472,8.019,2.358,0.47,0.0,0.0,2.37,2.578,0.469,0.938,0.938,6.328,5.39,5.11,0
Negative_143,3.912,4.982,2.265,4.571,4.653,2.677,5.559,10.068,3.418,4.353,1.979,5.127,0.19,0.282,0.289,0.302,0.807,0.109,0.351,0.312,0.424,0.386,0.19,0.282,0.399,0.243,0.251,0.216,0.021,0.163,0.217,0.149,0.182,0.041,0.041,0.041,0.021,0.309,0.041,0.51,0.14,0.33,0.49,2.736,1.244,2.511,2.556,3.053,5.53,4.575,0
Negative_1309,2.54,4.412,2.406,4.679,2.273,5.348,7.888,10.561,1.513,2.629,1.433,1.991,0.213,0.205,0.31,0.349,0.845,0.078,0.4,0.222,0.468,0.32,0.213,0.205,0.453,0.171,0.293,0.199,0.016,0.129,0.134,0.112,0.111,0.267,0.267,0.267,0.134,1.604,0.267,0.4,0.27,0.27,1.2,2.371,1.293,2.515,1.222,4.239,5.676,4.748,0
Negative_1226,1.765,3.529,2.941,5.294,1.176,4.706,7.059,7.647,0.838,1.676,1.397,3.632,0.206,0.241,0.265,0.282,0.824,0.112,0.353,0.265,0.418,0.376,0.206,0.241,0.412,0.154,0.266,0.213,0.03,0.172,0.13,0.172,0.095,1.176,3.529,2.941,0.588,20.588,1.176,0.0,1.18,0.0,0.59,1.904,1.586,2.856,0.634,3.808,4.125,4.809,0
Negative_245,5.353,4.818,6.852,4.176,7.066,4.176,4.604,8.887,3.902,3.512,4.994,5.775,0.234,0.351,0.249,0.307,0.752,0.127,0.306,0.372,0.423,0.343,0.234,0.351,0.355,0.282,0.212,0.247,0.027,0.19,0.25,0.156,0.21,0.642,0.214,0.642,0.107,2.677,0.642,0.0,0.11,0.11,0.43,2.502,3.559,2.169,3.67,2.391,4.616,5.02,0
Positive_961,4.93,5.03,1.861,7.495,6.74,6.489,3.924,8.4,2.272,2.319,0.858,3.038,0.272,0.305,0.249,0.274,0.771,0.116,0.276,0.317,0.345,0.384,0.272,0.305,0.32,0.247,0.215,0.24,0.026,0.168,0.218,0.207,0.194,0.201,0.101,0.604,0.05,1.207,0.201,0.3,0.45,0.1,0.3,2.647,0.979,3.944,3.547,2.065,4.42,4.91,1
Positive_905,4.112,4.692,1.687,6.484,4.006,6.168,4.639,6.747,2.609,2.977,1.07,3.412,0.294,0.281,0.267,0.274,0.796,0.101,0.304,0.303,0.367,0.338,0.294,0.281,0.383,0.223,0.237,0.251,0.025,0.148,0.209,0.182,0.161,0.264,0.158,0.211,0.053,0.527,0.527,0.11,0.63,0.32,0.32,2.344,0.843,3.24,2.001,2.318,3.371,5.154,1
Negative_1022,5.307,4.749,3.073,4.469,6.983,2.514,4.19,9.497,3.953,3.537,2.289,5.41,0.201,0.318,0.251,0.327,0.777,0.12,0.338,0.352,0.416,0.383,0.201,0.318,0.38,0.275,0.238,0.227,0.011,0.162,0.202,0.148,0.193,0.838,0.559,0.838,0.279,5.866,0.838,0.0,0.0,0.0,0.28,2.552,1.651,2.402,3.752,2.252,5.103,4.517,0
Negative_577,2.816,5.205,5.802,2.304,2.56,2.56,5.461,6.826,2.297,4.246,4.732,5.15,0.212,0.344,0.232,0.28,0.77,0.115,0.337,0.362,0.447,0.341,0.212,0.344,0.375,0.331,0.203,0.245,0.026,0.184,0.265,0.146,0.244,0.256,0.341,0.341,0.085,2.73,0.512,0.09,0.17,0.0,0.26,2.632,2.934,1.165,1.294,2.761,3.452,5.024,0
Negative_430,3.213,3.815,4.217,4.418,1.606,5.422,4.418,7.631,3.964,4.707,5.203,6.442,0.279,0.257,0.281,0.275,0.815,0.09,0.313,0.307,0.394,0.327,0.279,0.257,0.396,0.262,0.26,0.27,0.012,0.145,0.233,0.167,0.175,0.602,1.205,0.803,0.201,0.402,0.602,0.2,0.2,0.0,0.2,1.882,2.08,2.179,0.792,2.179,3.764,4.9,0
Negative_551,0.873,2.838,2.838,0.655,2.183,0.655,9.17,12.445,0.738,2.398,2.398,5.534,0.166,0.238,0.317,0.347,0.823,0.094,0.491,0.269,0.548,0.286,0.166,0.238,0.524,0.234,0.291,0.151,0.013,0.147,0.166,0.096,0.142,1.31,1.965,2.402,0.218,1.528,1.528,0.0,0.0,0.0,1.09,1.534,1.534,0.354,1.18,4.956,6.726,4.451,0
Positive_761,4.886,5.212,1.303,9.772,6.515,2.28,3.583,4.886,4.454,4.751,1.188,7.423,0.215,0.329,0.225,0.28,0.762,0.134,0.303,0.352,0.368,0.417,0.215,0.329,0.375,0.278,0.206,0.275,0.042,0.199,0.271,0.176,0.219,0.651,0.651,0.651,0.326,1.629,0.651,0.33,0.33,0.65,0.33,2.687,0.672,5.039,3.359,1.847,2.519,5.115,1
Positive_706,5.46,4.905,2.082,6.617,4.813,5.831,5.137,7.265,2.603,2.338,0.993,3.133,0.258,0.313,0.253,0.282,0.778,0.115,0.292,0.335,0.362,0.38,0.258,0.313,0.345,0.239,0.209,0.23,0.019,0.155,0.207,0.186,0.175,0.509,0.833,1.203,0.046,0.879,0.509,0.32,0.56,0.32,0.37,2.572,1.092,3.47,2.524,2.694,3.809,4.874,1
Negative_1318,1.657,2.762,6.63,1.657,2.21,1.657,9.392,8.287,1.816,3.027,7.266,3.027,0.254,0.227,0.309,0.326,0.829,0.055,0.425,0.287,0.519,0.227,0.254,0.227,0.486,0.233,0.306,0.2,0.022,0.078,0.15,0.133,0.122,2.21,1.105,2.21,0.552,1.657,2.21,0.56,0.56,0.0,1.11,1.385,3.326,0.831,1.109,4.711,4.157,4.745,0
Negative_1048,5.096,2.972,2.123,3.609,10.403,3.397,9.554,13.588,3.359,1.959,1.399,2.239,0.236,0.297,0.34,0.365,0.798,0.064,0.423,0.325,0.473,0.291,0.236,0.297,0.463,0.234,0.243,0.168,0.023,0.083,0.191,0.151,0.168,0.425,0.849,1.274,0.212,2.335,0.425,0.21,0.0,0.0,1.7,1.683,1.202,2.043,5.89,5.409,7.693,4.124,0
Positive_107,5.995,2.18,1.362,7.902,3.27,8.992,4.632,7.902,3.14,1.142,0.713,1.284,0.248,0.215,0.251,0.267,0.888,0.046,0.281,0.226,0.316,0.436,0.248,0.215,0.332,0.21,0.276,0.273,0.008,0.079,0.216,0.208,0.189,0.545,0.545,0.545,0.272,4.905,0.545,0.0,0.0,0.0,0.0,1.187,0.742,4.303,1.781,2.522,4.303,4.286,1
Negative_118,2.113,1.408,2.113,7.746,2.113,7.042,2.817,10.563,1.17,0.78,1.17,1.56,0.197,0.183,0.232,0.282,0.88,0.042,0.451,0.183,0.486,0.317,0.197,0.183,0.472,0.17,0.27,0.284,0.014,0.071,0.099,0.142,0.092,2.817,1.408,1.408,0.704,23.944,4.93,0.71,0.0,0.71,1.42,0.767,1.152,4.222,1.152,1.535,5.757,4.837,0
Negative_905,0.0,1.266,8.861,2.532,13.924,0.0,16.456,6.329,0.0,0.618,4.329,0.618,0.177,0.481,0.278,0.253,0.81,0.025,0.354,0.481,0.456,0.367,0.177,0.481,0.354,0.218,0.192,0.205,0.013,0.038,0.141,0.141,0.141,5.063,16.456,16.456,1.266,45.57,5.063,0.0,0.0,0.0,1.28,0.798,5.586,1.596,8.778,10.374,3.99,3.593,0
Negative_606,3.704,3.086,4.938,6.173,5.556,6.79,4.938,9.259,4.129,3.44,5.505,6.882,0.228,0.259,0.253,0.296,0.821,0.093,0.333,0.265,0.414,0.358,0.228,0.259,0.377,0.261,0.261,0.255,0.025,0.149,0.217,0.161,0.193,4.938,1.852,2.469,0.617,21.605,4.938,0.62,0.0,0.0,0.62,1.605,2.569,3.211,2.89,2.569,4.817,4.417,0
Positive_224,3.679,5.518,0.836,4.181,5.686,2.174,8.361,10.033,2.445,3.666,0.555,5.111,0.219,0.338,0.301,0.349,0.742,0.132,0.385,0.356,0.448,0.333,0.219,0.338,0.431,0.266,0.186,0.166,0.022,0.203,0.198,0.169,0.168,0.334,0.334,0.334,0.167,2.843,0.334,0.34,0.17,0.0,1.84,2.848,0.432,2.158,2.935,4.316,5.179,5.007,1
Negative_595,2.06,3.645,1.426,1.426,2.853,2.694,9.984,11.094,1.306,2.311,0.904,3.817,0.223,0.26,0.363,0.342,0.816,0.097,0.417,0.296,0.468,0.309,0.223,0.26,0.493,0.178,0.27,0.194,0.024,0.151,0.152,0.125,0.117,0.475,0.634,0.317,0.158,5.388,0.792,0.0,0.0,0.0,2.22,1.972,0.771,0.771,1.543,5.401,6.002,4.431,0
Negative_1128,1.613,1.613,32.258,1.613,12.903,0.0,3.226,14.516,1.429,1.429,28.585,2.859,0.145,0.21,0.226,0.274,0.823,0.048,0.403,0.21,0.742,0.113,0.145,0.21,0.403,0.246,0.295,0.246,0.033,0.066,0.197,0.033,0.197,4.839,8.065,8.065,1.613,3.226,6.452,0.0,0.0,0.0,0.0,1.044,20.879,1.044,8.351,2.088,9.395,3.162,0
Negative_85,1.515,3.788,8.333,0.758,2.273,2.273,7.576,3.788,0.997,2.493,5.484,4.487,0.189,0.295,0.22,0.22,0.78,0.106,0.348,0.303,0.47,0.341,0.189,0.295,0.371,0.26,0.244,0.183,0.015,0.168,0.183,0.107,0.176,1.515,1.515,2.273,0.758,21.97,1.515,0.0,0.0,0.0,0.0,1.977,4.35,0.396,1.186,3.954,1.977,5.261,0
Positive_50,4.519,5.697,4.126,5.305,5.697,3.34,4.519,7.073,3.683,4.643,3.363,4.163,0.238,0.306,0.253,0.287,0.784,0.108,0.287,0.33,0.385,0.377,0.238,0.306,0.338,0.26,0.211,0.278,0.018,0.171,0.25,0.161,0.203,0.393,0.393,0.393,0.196,0.589,0.393,0.2,0.98,0.2,0.98,2.95,2.137,2.747,2.95,2.34,3.663,5.005,1
Negative_1228,2.26,3.107,2.542,1.13,7.062,2.26,12.712,8.475,1.35,1.856,1.519,3.544,0.249,0.308,0.294,0.359,0.76,0.09,0.393,0.331,0.449,0.302,0.249,0.308,0.441,0.221,0.235,0.133,0.037,0.122,0.173,0.156,0.147,0.565,0.847,5.085,0.282,1.13,0.847,0.28,0.0,0.0,0.57,1.585,1.296,0.576,3.602,6.483,4.322,5.342,0
Negative_1068,5.405,6.757,0.0,4.054,2.703,1.351,9.459,2.703,4.118,5.148,0.0,2.059,0.122,0.23,0.297,0.324,0.878,0.095,0.432,0.243,0.5,0.378,0.122,0.23,0.514,0.26,0.26,0.342,0.014,0.178,0.205,0.096,0.151,4.054,5.405,2.703,1.351,9.459,4.054,1.37,0.0,1.37,0.0,4.034,0.0,2.421,1.614,5.648,1.614,4.012,0
Negative_811,3.581,4.959,6.061,2.479,4.408,3.03,6.887,8.54,3.294,4.562,5.576,7.35,0.209,0.339,0.273,0.292,0.769,0.129,0.314,0.358,0.424,0.366,0.209,0.339,0.353,0.257,0.229,0.238,0.03,0.169,0.232,0.155,0.199,1.377,0.551,0.551,0.275,3.306,1.928,0.55,0.0,0.55,1.1,2.655,3.245,1.327,2.36,3.687,4.572,4.92,0
Negative_547,3.855,4.176,1.193,1.377,2.799,2.57,12.62,11.198,3.194,3.46,0.988,5.323,0.184,0.28,0.346,0.395,0.818,0.106,0.447,0.307,0.501,0.316,0.184,0.28,0.503,0.189,0.267,0.149,0.023,0.164,0.145,0.099,0.112,0.092,0.138,0.78,0.046,0.229,0.184,0.05,0.18,0.14,1.38,2.304,0.658,0.76,1.544,6.963,6.179,4.516,0
Positive_33,4.067,2.871,3.349,5.263,4.306,5.742,5.502,9.091,2.23,1.574,1.837,1.574,0.27,0.234,0.287,0.27,0.842,0.057,0.352,0.249,0.414,0.316,0.27,0.234,0.39,0.189,0.266,0.228,0.019,0.086,0.168,0.158,0.141,0.718,0.718,4.306,0.239,1.914,0.718,0.24,0.72,0.0,0.24,1.505,1.756,2.759,2.257,2.884,4.766,4.723,1
Negative_323,6.107,4.58,4.58,1.527,6.87,0.763,4.58,8.397,3.94,2.955,2.955,7.387,0.191,0.397,0.229,0.282,0.725,0.16,0.282,0.427,0.374,0.435,0.191,0.397,0.321,0.223,0.154,0.154,0.062,0.185,0.192,0.2,0.162,1.527,3.053,5.344,0.763,1.527,1.527,0.77,0.0,0.0,0.77,2.459,2.459,0.82,3.688,2.459,4.507,4.823,0
