PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,PAAC27,PAAC28,PAAC29,PAAC30,id,label
1.785,2.835,3.15,2.625,1.47,2.73,1.575,2.835,1.26,3.361,5.041,3.466,1.26,3.571,3.045,2.94,3.256,0.315,1.155,3.78,4.608,4.911,4.649,4.587,4.945,4.69,4.827,4.991,5.156,5.179,Positive_125,1
1.6,1.2,2.401,2.0,0.0,4.401,2.801,5.201,1.2,2.401,2.0,4.801,2.401,3.2,0.4,3.6,4.801,0.4,1.6,4.801,5.026,5.249,4.642,4.46,5.072,4.573,4.967,5.159,4.957,4.688,Positive_81,1
3.271,3.717,0.892,1.487,0.298,5.204,0.892,3.271,0.595,2.528,4.015,4.312,1.041,2.825,1.338,2.528,1.784,0.743,1.041,3.717,5.485,6.113,5.362,5.116,5.574,5.46,5.646,5.123,5.303,5.321,Positive_142,1
3.931,4.68,1.217,2.527,0.936,3.089,2.527,4.305,1.31,0.468,7.207,1.123,0.281,0.281,6.364,4.586,1.591,0.843,0.655,2.808,5.286,5.073,4.537,5.042,4.743,4.773,5.019,5.032,4.842,4.926,Negative_92,0
3.652,2.739,1.94,3.081,3.652,3.994,2.739,3.652,0.571,1.369,10.499,1.826,0.342,0.457,1.598,5.135,1.484,0.685,0.342,2.853,5.1,4.835,4.487,4.656,4.522,4.961,4.503,4.727,5.111,4.49,Negative_13,0
3.892,3.892,1.229,1.844,4.302,3.278,2.458,2.458,2.663,1.434,4.507,1.639,1.024,1.639,5.736,4.302,3.073,1.024,1.024,1.844,4.266,4.551,4.434,4.756,4.783,4.455,4.753,5.132,4.831,4.78,Negative_40,0
3.678,2.207,0.0,0.0,0.736,0.736,2.207,8.092,0.0,2.207,3.678,0.736,0.736,2.942,22.806,1.472,1.472,1.472,2.207,0.736,4.437,4.144,3.99,4.054,3.644,3.728,4.423,4.501,4.368,4.594,Negative_158,0
5.97,2.132,1.99,1.99,1.137,3.411,2.416,4.265,1.28,2.843,4.833,3.696,0.569,1.137,2.701,2.843,3.127,0.426,1.848,3.127,4.468,5.006,4.812,4.825,4.941,4.895,4.59,4.921,5.009,4.791,Positive_68,1
5.261,3.721,1.668,3.079,0.385,3.336,2.053,5.132,0.898,1.925,4.106,0.641,0.641,2.438,3.593,1.797,2.694,0.513,1.797,2.694,5.236,5.077,5.224,4.968,5.256,5.573,5.195,5.178,5.062,4.857,Positive_150,1
4.359,3.515,0.984,3.234,6.467,1.968,2.25,6.186,1.828,0.844,4.78,0.844,0.703,1.406,5.202,2.109,2.39,0.562,0.703,3.515,4.496,4.86,4.499,4.346,4.537,4.666,4.445,4.844,4.636,4.822,Negative_57,0
1.978,2.858,1.978,3.297,0.22,3.957,0.66,2.638,0.66,2.858,5.056,4.177,0.66,3.078,2.638,2.198,3.078,0.44,1.758,4.177,5.015,5.095,5.114,5.397,5.455,5.726,4.493,5.387,4.976,4.979,Positive_80,1
4.387,3.191,1.795,2.193,1.795,3.789,2.791,4.387,0.199,0.997,9.771,0.797,0.199,0.997,3.789,5.185,1.795,1.197,0.797,1.595,5.072,5.299,4.418,4.994,4.842,4.728,4.408,4.917,5.146,4.532,Negative_28,0
5.34,2.636,2.095,2.839,0.743,3.245,3.312,3.785,1.825,2.23,6.354,1.757,2.028,0.879,2.366,2.839,3.245,0.473,1.149,3.65,4.617,5.018,4.638,4.567,4.762,4.799,4.582,4.73,4.759,4.736,Positive_38,1
2.657,2.237,2.377,3.496,1.118,2.796,2.657,3.635,2.936,2.657,4.474,1.118,0.699,2.097,2.657,5.732,3.915,1.398,0.699,3.775,4.708,4.646,4.527,5.034,4.612,4.947,4.864,4.455,4.527,4.548,Negative_23,0
6.988,2.767,0.415,1.66,1.66,5.396,2.491,4.22,2.698,2.006,3.874,2.629,0.761,1.245,3.113,3.459,3.874,0.0,0.553,4.428,4.613,4.762,4.513,4.692,4.705,4.434,4.57,4.705,4.377,4.388,Negative_125,0
8.364,0.465,1.394,1.394,1.394,2.788,0.929,10.222,0.465,1.859,7.435,2.788,1.859,2.323,0.929,6.969,2.323,0.929,1.394,4.182,3.513,3.805,3.522,4.074,3.531,4.059,3.984,4.41,4.189,4.509,Negative_26,0
4.744,3.153,0.752,2.227,0.607,4.281,4.512,4.397,1.562,1.475,4.571,2.169,0.81,1.071,5.525,4.512,3.269,0.463,0.347,2.864,4.737,4.737,4.74,4.494,4.681,4.582,4.574,4.804,4.678,4.66,Negative_132,0
6.16,3.532,1.643,2.3,0.575,3.532,3.696,2.628,1.396,3.121,5.749,1.807,0.575,1.068,3.778,2.382,1.971,0.575,0.904,3.121,5.064,5.147,5.15,4.96,4.877,5.099,4.556,5.033,4.672,4.932,Positive_64,1
2.803,1.602,2.002,3.204,0.0,2.403,3.604,2.803,1.202,2.002,3.204,4.405,1.202,3.604,1.602,4.004,4.405,0.4,1.202,6.408,4.873,5.149,4.355,4.43,5.076,4.956,4.74,4.568,4.683,5.11,Positive_143,1
2.848,4.746,1.582,3.481,0.0,5.696,0.633,1.266,0.633,4.114,5.063,4.114,0.949,1.898,0.949,1.582,1.582,0.316,1.582,1.898,5.332,6.626,5.713,3.999,5.302,6.172,5.776,4.797,5.837,5.511,Positive_177,1
5.47,3.057,0.804,2.253,1.448,2.735,3.218,5.148,0.965,0.483,4.827,1.77,0.965,2.091,10.296,4.022,1.287,0.161,1.448,2.574,4.391,4.413,4.413,4.454,4.627,4.424,4.438,4.479,4.504,4.836,Negative_174,0
2.78,2.919,1.529,3.058,0.834,3.058,2.224,3.058,1.529,2.502,5.144,3.892,0.695,1.807,2.085,3.197,2.363,0.695,2.641,3.337,5.236,5.458,5.177,5.039,4.812,4.984,4.952,5.021,4.928,5.044,Positive_6,1
7.377,3.528,1.283,1.123,1.123,0.962,1.924,4.33,0.641,1.283,10.906,0.16,0.641,1.283,4.491,4.491,1.924,1.604,1.604,2.245,4.493,4.52,4.636,4.546,4.763,4.62,4.753,4.755,4.925,5.065,Negative_197,0
2.973,4.162,1.486,1.784,0.595,4.459,2.378,4.459,1.189,2.378,2.675,2.973,1.189,2.081,2.081,6.837,1.784,0.892,0.892,1.189,5.429,5.126,5.015,5.315,5.16,5.436,4.945,4.996,5.393,4.731,Negative_32,0
6.494,2.345,1.804,3.607,0.0,2.886,1.082,4.148,1.263,1.984,4.509,1.082,0.361,3.247,2.345,2.706,3.968,0.722,2.345,3.247,4.866,5.074,4.884,4.771,5.047,5.553,4.861,5.029,4.854,4.917,Positive_158,1
3.104,3.104,2.793,1.242,2.172,1.862,2.483,3.725,1.552,2.483,4.966,2.793,1.862,1.242,1.552,5.897,0.931,2.172,2.793,0.31,4.799,5.144,4.987,5.304,5.6,5.024,5.404,5.348,5.036,4.313,Negative_171,0
2.945,2.276,2.276,3.347,0.669,4.284,3.079,1.74,1.071,3.749,4.953,2.142,1.205,2.276,1.74,3.481,2.677,0.937,2.142,3.347,4.928,5.013,4.89,4.888,4.978,5.139,4.873,5.081,4.951,4.923,Positive_165,1
5.401,4.501,2.701,0.9,1.801,2.701,2.701,2.701,0.0,0.9,6.301,5.401,0.9,2.701,3.601,2.701,1.801,0.0,0.0,0.9,5.542,5.335,5.631,4.02,5.967,5.272,4.851,4.764,4.268,5.741,Negative_49,0
5.781,0.0,0.578,2.312,4.046,3.468,0.578,6.359,3.468,1.734,2.312,10.983,1.734,2.312,2.312,1.156,0.578,0.0,0.0,2.891,5.147,4.921,4.937,4.001,4.65,4.824,4.292,4.448,5.437,4.74,Positive_127,1
3.031,7.439,0.551,0.551,1.929,2.755,4.133,1.653,0.551,1.102,0.826,4.959,0.275,1.377,9.367,6.337,0.826,0.551,0.826,1.377,5.178,5.082,4.77,4.576,6.005,3.855,4.876,5.66,5.372,4.208,Negative_130,0
4.383,3.812,1.969,2.478,0.127,2.414,2.795,4.383,0.508,1.207,5.591,1.715,1.08,1.779,2.732,3.367,2.35,0.889,1.588,4.002,5.01,5.313,5.015,4.951,4.944,5.094,5.19,4.986,5.067,5.261,Positive_188,1
4.013,2.247,2.729,3.693,0.321,3.933,2.087,4.254,0.562,3.532,3.532,4.334,1.043,1.926,2.007,2.809,3.773,0.161,1.204,3.693,4.729,5.082,4.776,4.561,4.796,4.947,4.579,4.841,4.988,4.848,Positive_192,1
3.491,2.59,1.126,2.702,0.45,2.59,2.252,4.054,1.351,2.477,5.067,3.04,1.351,2.59,2.815,3.04,2.477,0.676,1.577,3.941,5.04,5.187,4.862,4.857,5.192,4.785,5.092,5.04,4.839,5.448,Negative_6,0
4.883,4.273,0.0,3.662,2.442,4.883,9.766,1.831,3.052,0.61,1.831,1.831,1.831,1.221,1.831,3.662,1.831,1.221,0.0,2.442,4.158,4.832,4.516,4.115,4.763,4.92,4.639,5.496,5.265,4.192,Negative_214,0
2.559,2.132,1.706,1.066,2.132,2.559,1.493,1.279,1.066,4.265,8.742,3.198,3.198,2.772,2.985,5.97,2.345,0.213,2.772,3.412,4.696,4.33,3.955,4.405,4.534,4.215,4.411,4.782,4.265,4.542,Negative_99,0
1.84,2.576,2.576,1.84,0.736,3.313,1.472,3.681,0.0,3.313,3.681,6.625,1.472,1.84,0.368,2.945,5.153,0.736,0.736,3.681,5.194,5.512,5.631,5.194,5.519,4.893,4.858,4.999,4.822,4.793,Positive_201,1
6.53,7.008,0.478,1.433,0.319,3.345,1.433,4.619,0.956,1.115,3.345,0.319,0.159,1.752,4.937,2.389,0.956,0.637,0.956,1.752,5.763,5.359,5.354,5.479,5.397,5.51,5.941,5.41,5.692,5.661,Negative_65,0
6.269,4.434,0.306,1.988,1.529,3.823,1.223,5.199,1.835,0.306,5.963,0.306,0.765,1.988,3.517,2.752,2.447,0.459,0.459,3.823,5.203,5.186,5.084,4.926,5.067,5.161,5.062,4.8,4.954,5.168,Negative_87,0
5.228,1.743,0.871,1.452,1.743,3.195,2.324,4.647,1.452,3.195,6.39,2.324,2.614,1.161,4.356,4.066,2.324,0.0,2.033,6.099,4.197,4.16,4.569,4.208,4.274,4.411,4.105,4.377,4.217,4.265,Negative_134,0
2.488,3.026,2.689,3.16,0.605,3.227,1.816,3.362,0.941,2.555,3.227,2.555,1.345,2.152,2.219,3.093,3.026,1.008,1.95,4.773,5.138,5.089,5.3,4.976,5.15,4.968,4.853,5.165,5.138,5.008,Positive_0,1
4.743,3.32,0.711,2.253,1.66,2.49,3.795,3.201,1.541,0.949,6.996,1.779,0.949,0.83,5.336,4.15,2.964,1.067,0.83,4.032,4.483,4.591,4.5,4.583,4.765,4.62,4.604,4.794,4.663,4.8,Negative_119,0
4.131,2.224,2.648,3.92,0.318,3.072,1.271,3.602,1.483,2.966,3.92,2.437,1.059,2.86,3.39,3.39,2.542,0.53,2.542,2.331,4.962,5.003,5.008,5.16,4.671,5.213,4.735,4.717,5.081,4.813,Positive_105,1
4.43,2.718,3.926,2.416,0.302,2.416,2.315,5.638,0.604,3.322,2.819,1.611,0.906,1.41,2.416,4.43,5.638,0.503,1.812,3.423,4.865,4.677,4.788,4.854,4.658,4.64,4.382,4.658,4.674,4.748,Positive_168,1
3.929,3.493,1.309,1.746,2.183,3.493,1.746,4.366,2.183,2.183,4.366,2.619,0.873,0.873,4.802,3.056,2.183,0.436,3.056,2.619,4.067,4.927,5.172,4.675,4.543,5.448,5.205,5.218,4.286,4.945,Negative_22,0
4.241,3.411,1.291,2.028,1.106,3.411,2.858,3.503,1.66,1.475,3.595,3.78,1.014,1.66,4.057,6.822,3.135,0.461,0.645,3.042,4.625,4.732,4.764,4.514,4.463,4.82,4.577,5.035,4.772,4.503,Negative_181,0
5.114,3.431,1.489,1.554,1.036,3.172,2.654,4.791,1.23,2.201,5.244,1.36,0.388,1.165,4.985,4.079,3.302,0.583,0.906,4.014,4.769,4.498,4.782,4.785,4.709,4.793,4.888,4.701,4.751,4.627,Negative_142,0
5.667,5.667,0.709,2.834,1.417,4.251,2.125,3.542,0.709,1.417,2.834,2.125,0.709,1.417,3.542,2.834,3.542,0.0,0.709,1.417,4.993,5.435,5.61,5.584,5.233,5.178,5.774,3.826,5.767,5.133,Negative_152,0
3.569,3.501,3.295,2.265,1.579,2.128,3.02,3.364,0.687,1.648,5.079,2.815,1.579,1.167,1.922,6.315,2.815,0.412,2.059,2.059,4.607,5.071,4.961,4.728,4.828,4.717,4.953,4.835,5.056,4.966,Negative_144,0
4.633,4.484,1.494,2.84,1.494,4.035,1.943,3.886,1.793,0.598,6.427,2.541,1.196,1.196,4.932,2.989,2.84,0.747,0.449,1.644,4.708,4.415,4.702,4.859,4.728,4.94,4.861,4.642,5.104,4.88,Negative_98,0
2.525,3.607,1.443,1.443,1.443,5.05,3.967,3.246,0.361,3.246,4.689,2.885,1.082,1.804,1.804,2.525,3.246,0.0,2.885,2.164,5.176,5.431,4.86,4.351,5.463,5.028,4.568,4.894,5.581,5.235,Negative_70,0
3.103,2.626,1.91,3.342,1.91,2.148,1.91,1.671,1.91,2.626,7.162,3.103,1.91,1.432,3.103,4.297,2.148,0.955,1.194,3.342,4.458,4.525,4.792,5.074,4.631,5.276,4.641,4.968,4.784,5.051,Negative_169,0
5.155,2.673,1.782,2.927,0.445,3.246,2.609,4.518,0.891,1.464,4.073,2.863,0.827,1.973,2.673,2.927,2.609,0.954,1.4,3.755,4.874,5.245,4.869,5.113,4.867,5.066,5.188,5.016,4.877,5.118,Positive_200,1
3.665,3.794,1.158,2.186,1.543,4.115,2.186,3.987,1.093,1.672,4.565,2.444,0.386,1.608,3.279,3.537,2.251,1.35,0.965,2.894,4.931,5.087,5.211,5.089,5.062,5.157,4.96,5.204,5.325,5.296,Negative_72,0
4.643,4.046,1.592,2.388,1.857,4.709,1.923,3.051,1.061,1.459,6.765,1.99,1.194,1.459,3.781,3.316,1.393,0.266,0.796,2.321,4.781,5.051,5.113,5.051,4.961,5.088,4.803,5.056,5.093,4.993,Negative_63,0
3.461,2.67,0.791,2.67,0.791,5.339,4.153,2.868,1.286,2.076,4.944,2.274,0.692,1.384,6.724,5.339,2.67,1.187,0.89,2.175,4.378,4.424,4.373,4.653,4.381,4.552,4.601,4.799,4.636,4.818,Negative_178,0
2.194,0.549,6.308,0.823,0.549,5.485,1.645,2.194,0.823,4.663,4.663,6.308,0.823,2.468,0.274,2.468,3.017,0.823,3.566,1.92,4.795,4.911,4.904,4.61,4.95,4.795,4.677,4.783,5.131,4.881,Positive_49,1
5.231,2.957,0.91,2.729,0.455,4.094,1.592,4.549,1.137,3.411,5.004,2.729,0.91,2.729,1.365,2.047,2.047,0.0,1.82,2.729,4.898,5.111,5.123,4.765,5.528,5.392,5.36,5.346,5.106,4.927,Positive_63,1
7.204,2.264,2.47,2.058,0.824,2.264,2.676,6.381,0.412,2.882,5.352,2.264,1.235,1.852,2.676,2.47,2.676,0.0,0.617,5.146,4.889,4.918,4.308,4.625,4.526,4.601,4.459,4.703,4.454,4.795,Positive_26,1
4.675,1.948,2.045,3.506,1.266,5.064,1.656,5.941,1.169,1.363,5.357,1.656,0.682,1.753,5.357,4.383,3.214,0.682,0.974,2.435,4.504,4.424,4.382,4.611,4.468,4.132,4.518,4.658,4.655,4.523,Negative_15,0
4.662,3.402,1.512,3.402,0.63,2.142,2.142,4.032,1.26,1.89,6.552,2.394,1.386,1.26,1.89,3.024,2.268,0.882,1.26,3.528,5.13,5.422,5.056,4.784,5.004,5.068,4.915,5.098,5.016,4.987,Positive_145,1
2.802,3.312,2.165,3.439,0.255,2.802,1.528,2.802,2.038,2.675,4.203,2.929,1.91,1.656,3.057,3.184,1.656,0.637,2.929,3.821,5.329,5.247,4.589,4.766,5.242,4.903,4.983,4.97,5.013,5.157,Positive_41,1
3.765,3.158,1.579,2.672,0.972,4.008,2.793,3.036,1.579,3.158,5.101,1.458,1.336,2.186,3.643,2.915,2.429,0.607,1.093,2.915,4.715,4.962,4.874,4.982,4.866,5.277,4.788,5.073,5.171,4.891,Positive_46,1
6.556,2.645,1.035,1.265,1.725,1.495,1.265,4.371,1.61,2.07,8.511,0.92,1.38,2.415,3.335,3.795,2.875,1.265,2.3,4.371,4.314,4.532,4.284,4.149,4.494,4.505,4.51,4.593,4.681,4.734,Negative_86,0
2.175,0.725,2.899,3.262,1.087,6.886,0.725,5.074,0.0,5.436,2.899,3.624,1.812,1.812,1.087,2.899,1.812,1.087,1.087,3.624,5.041,5.331,4.899,4.499,4.606,5.299,4.889,4.886,5.239,5.299,Positive_74,1
4.245,3.396,1.981,1.698,1.132,2.264,1.698,5.66,1.698,1.132,2.83,4.528,1.698,1.132,4.812,5.377,4.245,0.0,1.698,1.981,5.177,4.991,4.802,4.704,4.459,3.794,4.858,5.028,4.932,4.049,Negative_213,0
7.742,2.67,0.267,0.801,1.602,1.602,2.67,7.208,1.869,1.869,10.412,0.267,1.602,0.534,2.403,6.407,2.67,0.801,0.267,4.805,3.704,4.072,3.894,4.21,3.947,4.216,4.332,4.525,4.192,4.441,Negative_187,0
3.635,2.423,2.423,3.786,0.152,3.937,0.909,2.423,0.606,2.12,5.452,2.575,1.212,2.271,1.514,3.483,3.18,1.212,2.726,3.18,4.944,5.308,5.123,4.801,5.306,4.853,5.2,5.303,4.87,5.077,Positive_179,1
4.398,1.692,2.03,1.184,1.353,3.044,1.522,3.214,1.015,4.229,7.104,3.721,1.184,2.368,1.353,3.383,3.214,0.676,2.03,3.721,4.8,5.204,4.355,4.274,4.908,4.979,4.651,4.664,4.811,4.918,Positive_31,1
6.572,1.917,1.643,2.465,0.821,4.108,1.095,4.929,0.821,2.738,4.929,4.382,1.369,0.821,2.465,2.465,2.191,0.0,0.821,5.203,4.143,4.95,5.238,4.604,4.818,4.746,4.873,5.007,4.86,5.005,Positive_40,1
3.992,4.306,1.597,2.025,2.31,4.534,2.567,5.019,3.279,0.741,3.992,1.825,0.599,1.112,4.021,4.677,2.794,0.399,0.884,1.568,4.743,4.877,4.629,4.696,5.078,4.814,4.791,4.9,4.482,4.749,Negative_108,0
5.923,4.771,1.316,1.481,0.658,2.303,2.468,3.291,1.974,0.494,5.265,0.658,0.658,2.303,3.291,4.113,2.633,0.329,1.316,4.607,4.955,5.125,4.776,4.945,5.145,4.985,5.259,4.973,4.89,5.095,Negative_147,0
4.094,3.994,0.699,2.097,1.198,4.094,3.994,4.394,1.498,0.599,6.99,2.696,0.499,1.298,4.793,4.494,1.498,0.499,0.699,1.698,4.908,4.913,4.771,4.864,4.6,4.771,4.864,5.113,4.672,4.701,Negative_18,0
3.549,3.596,1.588,2.335,0.84,4.763,1.868,3.549,0.981,1.961,5.323,2.475,0.794,1.588,4.949,5.09,2.615,0.887,0.607,2.195,4.663,4.799,4.789,4.988,4.905,4.838,4.634,4.859,4.939,5.034,Positive_210,1
5.515,3.801,0.894,1.639,1.789,2.906,2.534,3.354,1.043,1.192,4.247,2.832,0.745,1.49,3.875,4.471,2.608,0.522,1.639,3.204,4.882,5.133,5.023,4.603,4.99,5.204,5.075,4.633,5.106,5.05,Negative_4,0
4.399,1.613,2.053,2.64,0.88,6.159,3.666,1.906,1.76,2.347,6.306,2.786,1.466,1.466,6.013,5.866,2.64,0.44,0.293,1.613,4.711,4.032,4.618,4.105,4.55,4.353,4.429,4.257,4.207,4.426,Negative_220,0
3.606,3.606,1.803,1.803,3.606,0.902,1.803,2.704,5.409,0.902,3.606,7.211,1.803,0.0,4.507,3.606,2.704,0.0,1.803,2.704,4.121,5.133,4.154,4.251,4.843,4.557,4.138,4.889,4.873,4.954,Positive_187,1
6.345,2.115,0.705,1.41,0.705,1.41,3.349,6.169,1.586,2.291,6.521,1.939,2.291,2.291,1.939,2.644,3.349,0.705,2.468,2.644,4.746,4.854,4.703,4.465,4.986,5.052,4.508,4.238,4.497,5.076,Negative_97,0
2.529,1.488,2.231,1.19,1.042,0.446,1.637,3.273,1.637,6.546,8.183,1.042,1.19,5.059,2.975,3.719,2.529,1.488,3.868,3.868,4.274,4.335,4.486,4.257,4.223,4.461,4.822,4.635,4.167,4.4,Positive_211,1
5.415,5.014,0.802,1.203,0.0,4.211,1.003,4.011,1.203,1.805,4.412,1.404,0.602,3.209,3.409,3.008,1.203,0.201,1.203,2.607,5.483,5.348,5.144,5.311,5.532,5.47,5.254,5.479,5.52,5.534,Positive_133,1
4.26,2.919,2.919,3.707,0.473,2.051,2.839,3.392,1.498,2.603,5.127,1.341,1.262,2.524,2.366,2.603,2.288,1.183,2.209,2.603,4.949,5.104,5.019,5.24,4.864,5.109,4.793,5.052,4.931,4.773,Positive_116,1
7.45,3.979,0.847,1.27,0.508,2.37,2.116,5.842,1.101,0.762,4.487,1.608,0.593,0.931,10.837,4.741,3.047,0.677,0.338,1.693,4.248,4.416,4.347,4.686,4.686,4.33,4.579,4.67,4.474,4.366,Negative_186,0
6.269,1.829,1.567,3.396,0.0,2.874,1.829,3.657,0.784,3.919,4.964,2.874,0.784,2.09,2.612,3.919,2.874,0.261,1.829,4.18,4.762,4.962,5.269,4.531,4.986,4.684,4.689,4.544,4.749,4.316,Positive_109,1
5.73,1.616,2.057,2.792,0.147,2.204,1.763,5.289,2.204,1.763,4.555,3.232,1.763,1.763,3.82,1.322,4.555,0.882,1.616,3.82,4.771,4.62,4.424,4.911,4.861,4.834,4.713,4.66,4.811,4.504,Positive_114,1
2.907,2.459,1.789,2.012,2.459,3.801,2.683,2.236,0.671,1.341,4.919,6.26,0.894,2.012,1.789,4.695,4.695,0.671,0.447,3.577,4.789,4.69,4.849,4.591,4.703,4.632,4.593,4.949,5.04,4.849,Negative_36,0
4.416,2.98,1.325,2.098,0.662,4.195,0.993,4.526,1.656,2.539,5.961,3.312,1.325,1.215,2.65,1.325,3.312,0.221,1.104,4.085,4.975,5.077,4.938,5.0,5.055,5.09,5.005,4.838,4.89,5.234,Positive_220,1
3.434,4.12,1.648,3.434,0.549,5.219,2.198,7.692,0.274,0.824,3.846,2.472,0.549,0.962,3.434,4.12,1.236,0.549,0.549,2.61,5.173,5.062,4.808,4.989,5.255,4.711,5.241,5.32,4.88,4.84,Negative_143,0
3.327,3.132,1.566,2.74,0.783,3.914,1.37,4.11,0.978,0.783,5.284,4.11,0.783,2.74,1.174,3.327,1.37,0.391,0.978,4.501,5.361,5.245,5.25,4.99,5.267,5.248,5.413,4.779,5.719,5.366,Positive_97,1
4.342,3.507,0.668,3.006,1.503,3.34,2.671,2.338,0.334,2.171,6.178,2.505,1.169,1.67,2.839,3.507,2.671,0.835,1.169,3.006,4.891,4.962,4.908,4.938,5.464,5.229,4.784,4.938,5.242,5.219,Negative_172,0
9.927,2.944,0.757,2.019,0.757,4.038,1.346,6.73,0.421,0.168,7.655,1.178,0.421,0.757,5.216,2.355,1.935,0.926,0.168,2.692,4.675,4.481,4.822,4.877,4.861,4.748,4.552,4.512,4.968,5.094,Negative_106,0
1.981,3.218,1.981,2.723,2.228,4.704,3.466,0.742,1.733,1.486,4.704,5.447,0.742,2.228,4.952,2.476,2.228,0.247,1.486,3.961,4.266,4.804,4.614,4.796,4.712,4.794,4.364,4.92,5.002,4.994,Negative_91,0
3.019,3.019,1.393,3.135,1.161,3.599,2.322,3.948,1.161,2.903,4.528,3.715,1.509,1.625,3.251,2.787,2.206,0.348,1.742,2.903,4.99,5.151,4.781,5.156,5.191,4.857,5.216,4.804,4.532,5.045,Negative_9,0
3.937,2.7,1.462,2.7,1.462,3.15,2.362,3.825,2.475,1.462,6.187,2.025,1.238,1.462,2.7,3.937,3.037,1.8,0.788,2.138,4.917,4.701,4.792,5.001,4.958,5.283,4.78,4.851,4.879,4.991,Negative_56,0
3.822,2.184,0.546,4.186,0.0,4.186,3.458,4.368,0.728,2.184,4.914,4.368,1.092,1.82,1.638,2.73,2.912,0.546,1.456,2.366,4.995,5.248,5.183,4.584,5.272,5.22,4.99,5.079,5.094,4.827,Positive_67,1
3.335,3.017,0.794,3.017,1.747,1.112,2.064,4.447,1.747,1.429,4.764,2.224,0.953,1.588,1.906,6.035,3.335,1.906,0.476,3.97,5.206,5.134,4.707,5.483,5.278,4.942,4.687,4.787,4.992,4.917,Negative_127,0
5.71,4.412,0.259,3.634,0.519,1.557,1.817,4.153,2.336,2.076,4.412,0.0,1.298,0.778,1.557,2.336,3.374,1.817,1.038,3.893,5.438,5.24,5.28,4.893,5.05,5.062,5.806,5.76,5.642,4.85,Positive_108,1
4.996,3.963,0.862,3.963,0.345,2.067,1.723,4.135,1.034,1.378,5.858,0.862,0.517,1.723,3.101,1.551,4.307,0.689,1.551,4.135,5.212,5.3,5.551,4.615,5.044,5.181,5.01,5.042,5.071,5.212,Positive_212,1
3.346,2.311,2.035,2.139,0.69,3.726,3.277,3.691,0.931,3.519,3.795,4.347,1.035,1.208,2.726,2.173,3.105,1.276,1.345,3.243,4.954,5.236,4.909,4.842,5.077,5.194,4.852,5.012,5.072,4.934,Positive_85,1
4.237,4.054,1.388,3.104,0.438,4.018,1.899,3.835,0.877,2.666,4.383,2.374,1.096,1.315,2.301,1.972,2.374,0.365,1.388,3.981,5.318,5.487,5.078,5.085,5.164,5.289,5.095,4.939,5.232,5.249,Positive_12,1
4.87,2.609,1.739,1.913,1.913,0.522,1.217,3.13,2.087,2.957,8.87,0.522,1.913,3.478,2.957,4.0,2.783,0.696,2.435,4.696,4.311,4.4,4.574,4.45,4.566,4.74,4.502,4.466,4.242,4.441,Negative_162,0
3.384,2.115,2.274,2.433,0.899,3.384,1.851,3.437,1.375,3.543,5.235,2.326,1.322,1.798,3.701,4.865,2.697,0.846,1.481,3.86,4.712,4.841,4.744,4.688,4.582,4.596,4.746,4.876,4.699,4.693,Positive_204,1
4.413,3.706,1.765,2.824,0.0,3.354,2.824,2.471,2.471,2.824,4.413,1.588,0.353,2.295,3.706,2.295,3.001,1.059,1.588,3.001,4.885,5.247,5.465,4.965,4.775,5.03,4.506,5.07,5.078,5.028,Positive_51,1
3.3,2.932,1.944,2.018,0.839,3.491,1.488,4.036,1.002,3.182,4.626,3.138,1.886,1.488,2.136,2.873,4.007,1.326,1.031,3.167,4.906,4.991,5.008,4.978,5.053,5.086,4.946,5.106,5.118,4.899,Positive_47,1
5.36,2.144,0.0,1.876,1.876,3.752,1.34,4.288,0.536,1.072,6.163,0.804,0.804,0.804,6.968,6.7,4.288,1.34,2.144,4.02,4.322,4.494,4.156,4.617,4.581,4.215,4.33,4.226,4.392,4.39,Negative_51,0
2.482,2.482,1.861,3.102,0.62,1.861,1.861,2.482,0.62,1.861,4.342,2.482,0.62,2.482,2.482,11.787,1.861,1.241,1.241,4.342,4.086,4.562,4.565,5.055,4.443,4.37,5.334,5.495,4.935,5.044,Negative_131,0
2.668,2.668,4.098,3.24,1.048,1.811,1.334,4.86,1.143,2.668,2.668,2.192,1.048,2.859,2.192,3.05,2.096,1.716,1.906,3.431,5.328,5.07,5.133,5.157,5.099,5.043,5.147,5.298,4.884,5.143,Positive_215,1
2.086,2.607,2.399,3.129,1.043,3.233,1.878,2.816,1.043,2.816,5.11,4.276,1.147,1.878,2.816,3.65,2.086,1.043,1.46,3.129,4.887,5.101,5.029,4.949,5.079,5.275,5.024,5.339,4.977,4.696,Positive_183,1
2.746,2.848,1.729,2.543,1.322,4.475,1.933,2.848,1.017,1.729,4.78,3.56,1.017,2.848,2.339,3.661,2.746,0.407,2.136,3.153,4.834,5.245,4.916,4.909,5.253,4.911,4.804,5.21,5.128,4.956,Positive_5,1
